numero;primeiroNome;ultimoNome;email;curso;notas*sum
199;Myrtice;Lowry;Myrtice.Lowry@gmail.com;LCC;(14,4,6,16,9,11)
279;Binny;Gaal;Binny.Gaal@gmail.com;MIEI;(10)
600;Almeta;Fillbert;Almeta.Fillbert@gmail.com;MIEI;(17,8,4)
860;Coral;Haldas;Coral.Haldas@gmail.com;LCC;(16,14)
528;Daune;Jotham;Daune.Jotham@gmail.com;MIEFIS;(2,6,4)
413;Hayley;Giule;Hayley.Giule@gmail.com;MIEFIS;(2,14,7,14,17)
680;Elora;Mitzi;Elora.Mitzi@gmail.com;MIEFIS;(5,12,8,10,16)
328;Raina;Pelagias;Raina.Pelagias@gmail.com;MIEI;(6)
591;Monika;Trinetta;Monika.Trinetta@gmail.com;LCC;(10)
660;Tina;Rosemary;Tina.Rosemary@gmail.com;MIEI;(1,14,5,5,5,12)
889;Gilligan;Chaing;Gilligan.Chaing@gmail.com;LCC;(17,5,14,2,15,3)
464;Jeanna;Kiersten;Jeanna.Kiersten@gmail.com;MIEFIS;(6)
531;Merrie;Cherianne;Merrie.Cherianne@gmail.com;MIEFIS;(7,14,17,6,4,16)
695;Julieta;Ehrman;Julieta.Ehrman@gmail.com;LCC;(2,14,18,3,3)
832;Amelia;Poppy;Amelia.Poppy@gmail.com;LCC;(1,1,3,8,16,11)
479;Edyth;Hanshaw;Edyth.Hanshaw@gmail.com;MIEI;(3,0,0,14)
611;Leia;Idelia;Leia.Idelia@gmail.com;MIEI;(4,18,12,16,10,16)
453;Adore;Ivens;Adore.Ivens@gmail.com;LCC;(15,15,7)
783;Elena;Rustice;Elena.Rustice@gmail.com;LCC;(14,14,19,10)
114;Kayla;Payson;Kayla.Payson@gmail.com;LCC;(6,19)
572;Iseabal;Oneida;Iseabal.Oneida@gmail.com;MIEI;(15)
532;Robbi;Kannry;Robbi.Kannry@gmail.com;LCC;(6,10,13,16)
797;Dorice;Peonir;Dorice.Peonir@gmail.com;LCC;(16,15,18,12,19)
882;Mellicent;Avi;Mellicent.Avi@gmail.com;MIEI;(3,12,1)
322;Blinni;Graig;Blinni.Graig@gmail.com;MIEI;(0,12,16)
331;Dawn;Pearse;Dawn.Pearse@gmail.com;MIEI;(1,11,17,17,11)
448;Florie;Delacourt;Florie.Delacourt@gmail.com;LCC;(3,17,9,14,10,14)
618;Kary;Karna;Kary.Karna@gmail.com;MIEFIS;(10,2,17,7,0,9)
964;Ardys;Constancy;Ardys.Constancy@gmail.com;LCC;(18,17,9,8)
961;Devina;Aurelio;Devina.Aurelio@gmail.com;MIEFIS;(8,19,15,1,10)
766;Lanna;Peti;Lanna.Peti@gmail.com;MIEI;(13,1,8)
415;Aaren;Naor;Aaren.Naor@gmail.com;LCC;(18,9,15,3,2,3)
580;Misha;Wildermuth;Misha.Wildermuth@gmail.com;LCC;(10,4,5,1,7,0)
334;Kathy;Lipson;Kathy.Lipson@gmail.com;LCC;(16)
873;Fina;Lattie;Fina.Lattie@gmail.com;MIEI;(11,8,12,16,16)
105;Rani;Oscar;Rani.Oscar@gmail.com;MIEI;(14,0,17)
481;Raquela;Juliet;Raquela.Juliet@gmail.com;LCC;(14,8,11,2)
354;Shaine;Raseda;Shaine.Raseda@gmail.com;MIEFIS;(15,6,14,17,0)
288;Devina;Niccolo;Devina.Niccolo@gmail.com;MIEI;(10)
120;Ashlee;Ledah;Ashlee.Ledah@gmail.com;MIEI;(3,17,15,16,9)
794;Anica;Rugen;Anica.Rugen@gmail.com;MIEFIS;(9,10,18,17,8)
350;Netty;Buckler;Netty.Buckler@gmail.com;LCC;(12)
787;Codie;Dannye;Codie.Dannye@gmail.com;MIEI;(16,19,7)
127;Sherrie;Ludewig;Sherrie.Ludewig@gmail.com;MIEI;(4,5,7,4,7,7)
649;Shaylyn;Raimondo;Shaylyn.Raimondo@gmail.com;LCC;(11,11,5,8,2,17)
147;Donetta;Atonsah;Donetta.Atonsah@gmail.com;MIEFIS;(14,17)
619;Lelah;Yate;Lelah.Yate@gmail.com;LCC;(2,4)
510;Stevana;Phaidra;Stevana.Phaidra@gmail.com;LCC;(4)
237;Carolina;Fabiola;Carolina.Fabiola@gmail.com;MIEI;(19,14,14,19,16)
960;Margalo;Lutero;Margalo.Lutero@gmail.com;MIEI;(4,1,5,5,11,0)
268;Heddie;Ulphia;Heddie.Ulphia@gmail.com;MIEFIS;(8)
322;Melina;Dunkin;Melina.Dunkin@gmail.com;MIEFIS;(17,19,8)
333;Talya;Emmy;Talya.Emmy@gmail.com;MIEI;(7)
698;Demetris;Bashemeth;Demetris.Bashemeth@gmail.com;MIEFIS;(11)
756;Margalo;Mich;Margalo.Mich@gmail.com;MIEI;(10,15)
528;Britni;Skell;Britni.Skell@gmail.com;LCC;(12,2)
441;Corene;Hieronymus;Corene.Hieronymus@gmail.com;MIEFIS;(17)
631;Roseline;Rona;Roseline.Rona@gmail.com;LCC;(18,10,2,15,5)
161;Eadie;Kelula;Eadie.Kelula@gmail.com;LCC;(3)
630;Kayla;Abbot;Kayla.Abbot@gmail.com;MIEFIS;(16,16,0)
583;Lyssa;Morgun;Lyssa.Morgun@gmail.com;MIEI;(17,18,19)
238;Annecorinne;Bartlett;Annecorinne.Bartlett@gmail.com;LCC;(0,16,10)
899;Codie;Haldas;Codie.Haldas@gmail.com;MIEI;(7,13,11,1,4)
727;Annice;Lipson;Annice.Lipson@gmail.com;MIEI;(17,3,7,18)
577;Elvira;Edison;Elvira.Edison@gmail.com;LCC;(17)
132;Lorie;Hoban;Lorie.Hoban@gmail.com;MIEI;(12,12)
604;Rozele;Harriman;Rozele.Harriman@gmail.com;MIEI;(15,19,16,7,8)
957;Cindelyn;Zachary;Cindelyn.Zachary@gmail.com;MIEFIS;(9,19,0,8)
955;Kamilah;Faro;Kamilah.Faro@gmail.com;MIEFIS;(14,2,19,10,4,4)
252;Rosaline;Chobot;Rosaline.Chobot@gmail.com;LCC;(13,5,17)
508;Nonnah;Socha;Nonnah.Socha@gmail.com;LCC;(9,8,17,6,15,19)
382;Jenilee;Ariella;Jenilee.Ariella@gmail.com;MIEFIS;(11)
994;Ivett;O'Carroll;Ivett.O'Carroll@gmail.com;LCC;(3,6,18,4,19)
762;Cathyleen;Dahlia;Cathyleen.Dahlia@gmail.com;LCC;(2,8,1,13)
542;Selma;Deegan;Selma.Deegan@gmail.com;MIEI;(5,17,5)
346;Cassondra;Mich;Cassondra.Mich@gmail.com;MIEI;(2)
364;Norine;Carbo;Norine.Carbo@gmail.com;LCC;(10,18,10,16)
264;Zia;Vilma;Zia.Vilma@gmail.com;MIEFIS;(12,7,14)
951;Olwen;Carey;Olwen.Carey@gmail.com;MIEFIS;(5)
608;Bettine;Sallyann;Bettine.Sallyann@gmail.com;LCC;(13,7,5)
510;Lindie;Janene;Lindie.Janene@gmail.com;MIEFIS;(11,15,9,1,8)
611;Darlleen;Ramona;Darlleen.Ramona@gmail.com;MIEFIS;(14)
277;Valeda;Bari;Valeda.Bari@gmail.com;MIEFIS;(6,12,2,16)
333;Lexine;Sholley;Lexine.Sholley@gmail.com;MIEI;(9,15,18)
403;Trudie;Corilla;Trudie.Corilla@gmail.com;MIEFIS;(18)
427;Vere;Miru;Vere.Miru@gmail.com;MIEFIS;(6,16,12,2,8)
388;Dale;Zitvaa;Dale.Zitvaa@gmail.com;MIEFIS;(4,10,5,11,0)
442;Orelia;Alarise;Orelia.Alarise@gmail.com;MIEI;(16)
241;Nonnah;Donoghue;Nonnah.Donoghue@gmail.com;LCC;(0,19)
797;Lynde;Kathie;Lynde.Kathie@gmail.com;LCC;(15,15,19,15,2)
519;Hollie;Leopold;Hollie.Leopold@gmail.com;MIEFIS;(13,17,10)
787;Shell;Hillel;Shell.Hillel@gmail.com;MIEI;(16,15,13,14)
383;Shirlee;Boehike;Shirlee.Boehike@gmail.com;LCC;(9,6,10)
586;Averyl;Plato;Averyl.Plato@gmail.com;LCC;(6,8,12,14)
760;Lynde;Shuler;Lynde.Shuler@gmail.com;LCC;(4,12)
708;Janey;Selway;Janey.Selway@gmail.com;LCC;(16,17)
776;Gwenneth;Felecia;Gwenneth.Felecia@gmail.com;MIEI;(6,13,9,12)
241;Minda;Leonard;Minda.Leonard@gmail.com;MIEI;(6,15,6)
606;Grier;Kelula;Grier.Kelula@gmail.com;LCC;(6,15,12,4,11,12)
923;Morganica;Rodmann;Morganica.Rodmann@gmail.com;MIEI;(0,2,7)
546;Kirbee;Dimitris;Kirbee.Dimitris@gmail.com;LCC;(11,17)
388;Alex;Ader;Alex.Ader@gmail.com;MIEI;(12)
207;Pamella;Crudden;Pamella.Crudden@gmail.com;MIEI;(14,3,3,14)
144;Emma;Guildroy;Emma.Guildroy@gmail.com;MIEFIS;(18,2,17)
845;Zondra;Adrienne;Zondra.Adrienne@gmail.com;MIEFIS;(17,2,2,18,18,13)
755;Jasmina;Anderea;Jasmina.Anderea@gmail.com;MIEFIS;(8,4,14,7)
604;Lorne;Garlinda;Lorne.Garlinda@gmail.com;MIEI;(16,5,11,2)
241;Modestia;Boehike;Modestia.Boehike@gmail.com;MIEFIS;(15,18,14,1)
351;Orelia;Goldina;Orelia.Goldina@gmail.com;MIEI;(15,4,18,3)
352;Dawn;Taima;Dawn.Taima@gmail.com;MIEFIS;(2,3,17,5,10,13)
594;Cherrita;Cleavland;Cherrita.Cleavland@gmail.com;MIEI;(10)
878;Tani;Alejoa;Tani.Alejoa@gmail.com;MIEI;(18,1)
549;Gilda;Anastatius;Gilda.Anastatius@gmail.com;LCC;(19)
270;Nannie;O'Carroll;Nannie.O'Carroll@gmail.com;MIEI;(5,12,18,11)
976;Dolli;Emmaline;Dolli.Emmaline@gmail.com;LCC;(7)
903;Brietta;Mich;Brietta.Mich@gmail.com;LCC;(12,8,0,17,0,17)
560;Rebeca;Syd;Rebeca.Syd@gmail.com;MIEI;(0,0,17)
889;Georgina;Yorick;Georgina.Yorick@gmail.com;LCC;(19,19,11,16,10,6)
431;Fina;Leopold;Fina.Leopold@gmail.com;LCC;(3,2,14,1,4,13)
499;Cathie;Alrich;Cathie.Alrich@gmail.com;MIEI;(2,16,7,2,4)
981;Aurore;Albertine;Aurore.Albertine@gmail.com;MIEI;(2,3,5,9,1,6)
961;Jennica;Bollay;Jennica.Bollay@gmail.com;LCC;(18,16)
541;Sean;Atcliffe;Sean.Atcliffe@gmail.com;LCC;(7,17,9,12,13,0)
794;Ermengarde;Gaal;Ermengarde.Gaal@gmail.com;MIEFIS;(17,4)
519;Alyda;Felizio;Alyda.Felizio@gmail.com;MIEI;(5)
569;Winny;Wolfgram;Winny.Wolfgram@gmail.com;LCC;(11,6,11,11)
507;Tierney;Henebry;Tierney.Henebry@gmail.com;LCC;(16,14)
635;Ofilia;Kannry;Ofilia.Kannry@gmail.com;MIEFIS;(3,7,16,19)
126;Elfreda;Cassius;Elfreda.Cassius@gmail.com;MIEFIS;(13)
421;Jennica;Jethro;Jennica.Jethro@gmail.com;MIEI;(3,9,19,8,8,1)
432;Gerianna;Fennessy;Gerianna.Fennessy@gmail.com;MIEFIS;(10,12,9,7)
294;Sallie;Dichy;Sallie.Dichy@gmail.com;LCC;(18,3,4)
108;Andeee;Cristi;Andeee.Cristi@gmail.com;MIEI;(14,18)
204;Demetris;Gemini;Demetris.Gemini@gmail.com;LCC;(18,4,17,16,16)
241;Ericka;Oster;Ericka.Oster@gmail.com;MIEI;(8,19)
596;Sara-Ann;Lasley;Sara-Ann.Lasley@gmail.com;MIEFIS;(16,13,7,5)
845;Clementine;Saree;Clementine.Saree@gmail.com;LCC;(4,9)
773;Beth;Wenoa;Beth.Wenoa@gmail.com;MIEFIS;(3,8,3,19)
301;Nannie;Brotherson;Nannie.Brotherson@gmail.com;LCC;(12,0,15,13)
138;Merry;Firmin;Merry.Firmin@gmail.com;MIEFIS;(18,17,9)
909;Merry;Love;Merry.Love@gmail.com;LCC;(17,18,5)
807;Emelina;Parsaye;Emelina.Parsaye@gmail.com;LCC;(5,14,1,2,7,2)
969;Laurene;Harday;Laurene.Harday@gmail.com;LCC;(15,19)
700;Bobinette;Kat;Bobinette.Kat@gmail.com;LCC;(11)
396;Keelia;Nunci;Keelia.Nunci@gmail.com;MIEI;(0,16,9,13,9)
377;Sue;Schroth;Sue.Schroth@gmail.com;MIEI;(7)
957;Aaren;Fleeta;Aaren.Fleeta@gmail.com;MIEFIS;(13,2)
675;Dode;Levey;Dode.Levey@gmail.com;MIEFIS;(15,15)
168;Catharine;Georas;Catharine.Georas@gmail.com;MIEFIS;(7,16,19,1,7,18)
155;Andree;Bouchard;Andree.Bouchard@gmail.com;MIEFIS;(0,7,18,6,14)
337;Yolane;Estella;Yolane.Estella@gmail.com;LCC;(3,0)
406;Emilia;Burch;Emilia.Burch@gmail.com;MIEFIS;(4,9,16)
816;Claudina;Natalia;Claudina.Natalia@gmail.com;LCC;(2,4,13,10,1)
629;Penelopa;Zenas;Penelopa.Zenas@gmail.com;MIEFIS;(17,7,10,10,6,7)
409;Alie;Philoo;Alie.Philoo@gmail.com;MIEFIS;(14)
774;Vinita;Gunn;Vinita.Gunn@gmail.com;MIEFIS;(13)
975;Lila;Cottle;Lila.Cottle@gmail.com;MIEFIS;(18,5,17,2,1)
538;Rosanne;Pernick;Rosanne.Pernick@gmail.com;MIEFIS;(4,6,18,14)
348;Sherrie;Taam;Sherrie.Taam@gmail.com;LCC;(11,2,8,1,17,0)
561;Agnese;Casimir;Agnese.Casimir@gmail.com;MIEFIS;(19,13)
242;Pierette;Amand;Pierette.Amand@gmail.com;LCC;(3,11,14)
960;Raquela;Teryn;Raquela.Teryn@gmail.com;MIEFIS;(1,5,6,11,3,0)
738;Benita;Allina;Benita.Allina@gmail.com;LCC;(13,4,2,13,9,5)
845;Maurene;Freddi;Maurene.Freddi@gmail.com;MIEFIS;(15,1,10,11,8,5)
611;Steffane;Amadas;Steffane.Amadas@gmail.com;LCC;(2,10,13,4)
856;Dagmar;Susannah;Dagmar.Susannah@gmail.com;LCC;(0,4,4,18,10)
133;Nadine;Timon;Nadine.Timon@gmail.com;MIEI;(11)
701;Raina;Si;Raina.Si@gmail.com;MIEI;(15,7)
796;Dale;Monaco;Dale.Monaco@gmail.com;LCC;(14,9,9,9,6)
543;Grier;Alabaster;Grier.Alabaster@gmail.com;MIEFIS;(16,12,11)
583;Sindee;Dermott;Sindee.Dermott@gmail.com;MIEI;(15,15,18,19,0,5)
478;Carmencita;Swigart;Carmencita.Swigart@gmail.com;LCC;(16)
565;Mara;Loleta;Mara.Loleta@gmail.com;LCC;(18,6)
306;Carree;Sundin;Carree.Sundin@gmail.com;LCC;(17)
304;Halette;Fontana;Halette.Fontana@gmail.com;LCC;(3,3,11,16,6,12)
578;Belinda;Simmonds;Belinda.Simmonds@gmail.com;LCC;(17,19)
648;Sandie;Lane;Sandie.Lane@gmail.com;MIEFIS;(8,18,1,18,11)
591;Dyann;Sprage;Dyann.Sprage@gmail.com;MIEI;(2)
397;Kimmy;Deegan;Kimmy.Deegan@gmail.com;MIEFIS;(0,16,9)
646;Cacilie;Jillane;Cacilie.Jillane@gmail.com;MIEFIS;(9,17,10)
948;Hermione;Judye;Hermione.Judye@gmail.com;MIEI;(19,0,6,7)
646;Mellicent;Madox;Mellicent.Madox@gmail.com;LCC;(17,3,3,10,7,11)
690;Bibby;Fillbert;Bibby.Fillbert@gmail.com;LCC;(7,16,13,18,10,15)
932;Berta;Suanne;Berta.Suanne@gmail.com;MIEI;(6,5,16,1,1)
892;Jan;Rillings;Jan.Rillings@gmail.com;MIEFIS;(15)
271;Misha;Malanie;Misha.Malanie@gmail.com;MIEFIS;(19,4,12,18,11)
567;Jean;Brady;Jean.Brady@gmail.com;MIEFIS;(14)
543;Kathy;Aldric;Kathy.Aldric@gmail.com;MIEFIS;(5,19,4,3)
360;Sam;Ashok;Sam.Ashok@gmail.com;MIEI;(5)
388;Marleah;Milson;Marleah.Milson@gmail.com;MIEI;(12,13,0,0)
295;Kimberley;Eben;Kimberley.Eben@gmail.com;LCC;(10,6,1,17,17,7)
450;Claresta;Ball;Claresta.Ball@gmail.com;MIEI;(8)
846;Arabel;Cornelia;Arabel.Cornelia@gmail.com;MIEFIS;(18,11)
252;Beatriz;Thema;Beatriz.Thema@gmail.com;MIEFIS;(12,2,8,3,13,2)
551;Cherilyn;Oster;Cherilyn.Oster@gmail.com;MIEI;(1)
217;Mahalia;Bow;Mahalia.Bow@gmail.com;LCC;(4,13,3,6,0)
732;Loree;Swigart;Loree.Swigart@gmail.com;MIEFIS;(13,2,3)
538;Andeee;Alva;Andeee.Alva@gmail.com;LCC;(1,8,6,18,7,18)
951;Madeleine;Bobbee;Madeleine.Bobbee@gmail.com;MIEFIS;(13)
565;Annice;Atonsah;Annice.Atonsah@gmail.com;MIEI;(5,9,10)
582;Phylis;Prober;Phylis.Prober@gmail.com;MIEI;(7,0,10,5,10)
374;Ingrid;Soneson;Ingrid.Soneson@gmail.com;MIEFIS;(14,4,4,3,7,4)
745;Merry;Masao;Merry.Masao@gmail.com;LCC;(1)
477;Angela;Fennessy;Angela.Fennessy@gmail.com;MIEFIS;(8,10,7,3,12,6)
649;Jerry;Graig;Jerry.Graig@gmail.com;MIEFIS;(19,7,4,16,3)
894;Delilah;Lasley;Delilah.Lasley@gmail.com;LCC;(8,5)
813;Hannis;Ashok;Hannis.Ashok@gmail.com;LCC;(0,4,8,15)
694;Betta;Saunderson;Betta.Saunderson@gmail.com;LCC;(7,18,9)
879;Ardeen;Bonilla;Ardeen.Bonilla@gmail.com;MIEFIS;(10,8,6,12)
337;Carol-Jean;Stover;Carol-Jean.Stover@gmail.com;MIEFIS;(6,6)
875;Cassandra;Skurnik;Cassandra.Skurnik@gmail.com;MIEI;(13,11,11,19)
153;Lonnie;Haymes;Lonnie.Haymes@gmail.com;LCC;(11,15,1,10)
933;Allyce;Hessler;Allyce.Hessler@gmail.com;LCC;(0,17,10)
690;Nollie;Ochs;Nollie.Ochs@gmail.com;MIEFIS;(4,18,5)
144;Korrie;Gabrielli;Korrie.Gabrielli@gmail.com;MIEI;(14,13,7,14,5)
295;Kamilah;Westphal;Kamilah.Westphal@gmail.com;MIEI;(6,15,8,1,6,7)
201;Valera;Salvidor;Valera.Salvidor@gmail.com;LCC;(9,6,3,6,19)
943;Gretal;Eugenia;Gretal.Eugenia@gmail.com;LCC;(6,18)
176;Karena;Cleavland;Karena.Cleavland@gmail.com;LCC;(13,9,1,6,19)
435;Carmencita;Whittaker;Carmencita.Whittaker@gmail.com;MIEI;(3)
875;Jaclyn;Erminia;Jaclyn.Erminia@gmail.com;MIEI;(19)
861;Kelly;Torray;Kelly.Torray@gmail.com;MIEI;(16)
981;Catharine;Niles;Catharine.Niles@gmail.com;MIEFIS;(2,10)
325;Romona;Ball;Romona.Ball@gmail.com;MIEI;(14,12,4)
532;Almeta;Raffo;Almeta.Raffo@gmail.com;MIEI;(1,4)
518;Christian;Hebner;Christian.Hebner@gmail.com;MIEFIS;(5,0,9,2,13)
639;Melodie;Engdahl;Melodie.Engdahl@gmail.com;MIEFIS;(14,1,12)
550;Isa;Amethist;Isa.Amethist@gmail.com;MIEI;(2,13,14,7)
802;Chrystel;McCutcheon;Chrystel.McCutcheon@gmail.com;MIEFIS;(19,19,19,15,17,10)
963;Elie;Llovera;Elie.Llovera@gmail.com;MIEFIS;(6,12)
650;Alyssa;Lumbard;Alyssa.Lumbard@gmail.com;LCC;(6,6,15,18)
423;Lorne;Raychel;Lorne.Raychel@gmail.com;MIEI;(4)
952;Joeann;Wenoa;Joeann.Wenoa@gmail.com;LCC;(5,0,1,19,19)
380;Desirae;Bandeen;Desirae.Bandeen@gmail.com;MIEFIS;(17,10)
371;Leia;Cullin;Leia.Cullin@gmail.com;LCC;(10,3,14,13)
948;Angela;Alejoa;Angela.Alejoa@gmail.com;LCC;(4)
361;Genevra;Audly;Genevra.Audly@gmail.com;MIEFIS;(7)
689;Sarette;Guthrie;Sarette.Guthrie@gmail.com;MIEFIS;(3,11,15)
494;Rivalee;Wolfgram;Rivalee.Wolfgram@gmail.com;LCC;(12,19,13,3,18)
135;Siana;Astra;Siana.Astra@gmail.com;LCC;(8,5,17,2,15,7)
820;Maud;Diogenes;Maud.Diogenes@gmail.com;MIEI;(18,8,14,3,3,16)
994;Joleen;Horan;Joleen.Horan@gmail.com;LCC;(16,9,1,10,1,5)
146;Cherrita;Cohdwell;Cherrita.Cohdwell@gmail.com;LCC;(8,14)
778;Almeta;Liva;Almeta.Liva@gmail.com;MIEFIS;(12,2,15,9,19)
705;Kamilah;Mike;Kamilah.Mike@gmail.com;MIEI;(0)
680;Tabbatha;Lail;Tabbatha.Lail@gmail.com;MIEFIS;(2,9,5,2,18)
938;Eolanda;Nelsen;Eolanda.Nelsen@gmail.com;LCC;(6)
674;Dagmar;Sabella;Dagmar.Sabella@gmail.com;MIEFIS;(7)
114;Tomasina;Colyer;Tomasina.Colyer@gmail.com;MIEFIS;(12)
838;Annabela;Zeeba;Annabela.Zeeba@gmail.com;MIEI;(0,8,1,10,19,3)
847;Dione;Auberbach;Dione.Auberbach@gmail.com;MIEFIS;(6,17,0)
958;Gwyneth;Hazlett;Gwyneth.Hazlett@gmail.com;MIEFIS;(4,3,7,3,2)
502;Grier;Rheingold;Grier.Rheingold@gmail.com;MIEFIS;(17)
116;Bibby;Madelene;Bibby.Madelene@gmail.com;MIEI;(14,14,18,14,11,10)
821;Lorie;Granoff;Lorie.Granoff@gmail.com;MIEFIS;(7)
567;Millie;Verger;Millie.Verger@gmail.com;MIEFIS;(9,1,19,9)
561;Reeba;Peti;Reeba.Peti@gmail.com;LCC;(6,10)
595;Evita;Codding;Evita.Codding@gmail.com;LCC;(7)
479;Candy;Laurianne;Candy.Laurianne@gmail.com;LCC;(1,11,2)
803;Kore;Henrie;Kore.Henrie@gmail.com;MIEFIS;(2,8,14)
207;Vanessa;Edmund;Vanessa.Edmund@gmail.com;MIEFIS;(15,7,10,11,3)
417;Vevay;Bandeen;Vevay.Bandeen@gmail.com;MIEI;(11)
584;Lizzie;Markman;Lizzie.Markman@gmail.com;LCC;(9,10,3,5,15)
571;Riannon;Bobbee;Riannon.Bobbee@gmail.com;MIEFIS;(15,7,12)
781;Tani;Amethist;Tani.Amethist@gmail.com;LCC;(3,17,1,3,0,19)
963;Annecorinne;Linehan;Annecorinne.Linehan@gmail.com;MIEFIS;(5,18,10)
816;Fanny;Orpah;Fanny.Orpah@gmail.com;MIEI;(18,16,10,5)
509;Thalia;Niles;Thalia.Niles@gmail.com;MIEI;(4)
609;Shell;Dowski;Shell.Dowski@gmail.com;MIEI;(8,3,19)
538;Kelly;Westphal;Kelly.Westphal@gmail.com;MIEFIS;(2,13,16,10,13,2)
452;Consuela;Bury;Consuela.Bury@gmail.com;MIEI;(13,12,9,2)
200;Jenilee;Drus;Jenilee.Drus@gmail.com;MIEFIS;(17,14,14,3,14,10)
164;Ann-Marie;Nance;Ann-Marie.Nance@gmail.com;LCC;(1,8,5,19,7)
705;Moyna;Merat;Moyna.Merat@gmail.com;MIEI;(11,2)
142;Gilda;Ader;Gilda.Ader@gmail.com;LCC;(10)
609;Layla;Auberbach;Layla.Auberbach@gmail.com;MIEI;(5,8,15)
206;Marline;Wilkinson;Marline.Wilkinson@gmail.com;MIEFIS;(11,18,4)
998;Larine;Schonfeld;Larine.Schonfeld@gmail.com;LCC;(5,2,4,11,6,8)
688;Sue;Bohlin;Sue.Bohlin@gmail.com;LCC;(14,12,11,5,5,15)
937;Clementine;Rugen;Clementine.Rugen@gmail.com;MIEFIS;(16,19,14)
670;Deedee;Melony;Deedee.Melony@gmail.com;MIEI;(7,0,8)
421;Mara;Jess;Mara.Jess@gmail.com;MIEI;(9,12)
214;Brynna;Dowski;Brynna.Dowski@gmail.com;MIEFIS;(11,14,5)
930;Rosabelle;Aprile;Rosabelle.Aprile@gmail.com;LCC;(3,14)
411;Jacenta;Maroney;Jacenta.Maroney@gmail.com;MIEI;(15,3,11,4)
371;Leontine;Sherrie;Leontine.Sherrie@gmail.com;LCC;(6,18,1)
438;Christian;Jena;Christian.Jena@gmail.com;MIEFIS;(4)
950;Dania;August;Dania.August@gmail.com;MIEI;(10,10,19,13,2,10)
366;Chloris;Flyn;Chloris.Flyn@gmail.com;MIEI;(4,7,8)
264;Valli;Ulphia;Valli.Ulphia@gmail.com;MIEFIS;(0)
941;Karolina;Olympium;Karolina.Olympium@gmail.com;MIEFIS;(0,7,4,3,16)
563;Lilith;Charmine;Lilith.Charmine@gmail.com;LCC;(12)
439;Nickie;Himelman;Nickie.Himelman@gmail.com;LCC;(8,6,1,19,0,8)
792;Sybille;Juan;Sybille.Juan@gmail.com;MIEI;(2,17,18)
747;Tori;Gwenore;Tori.Gwenore@gmail.com;MIEFIS;(13,12,9,1)
561;Sheelagh;Mott;Sheelagh.Mott@gmail.com;MIEFIS;(9,17,4,13,6)
106;Wileen;Pearse;Wileen.Pearse@gmail.com;MIEFIS;(6,1)
168;Lilith;Sperling;Lilith.Sperling@gmail.com;MIEI;(0,8)
475;Olivette;Parette;Olivette.Parette@gmail.com;MIEI;(10,1,13,7)
734;Cindelyn;Greyson;Cindelyn.Greyson@gmail.com;MIEI;(13,9,19,6)
148;Lolita;Jalbert;Lolita.Jalbert@gmail.com;LCC;(6,7,16,7)
264;Gretal;Gombach;Gretal.Gombach@gmail.com;MIEI;(18,15,16,7,0)
795;Siana;Agle;Siana.Agle@gmail.com;LCC;(6,12,19,2)
483;Vevay;Means;Vevay.Means@gmail.com;MIEI;(10,4,17,14,11)
293;Annice;Glenden;Annice.Glenden@gmail.com;LCC;(13)
625;Daryl;My;Daryl.My@gmail.com;MIEI;(7)
598;Hannis;Mott;Hannis.Mott@gmail.com;MIEFIS;(18,10)
655;Melisent;Ummersen;Melisent.Ummersen@gmail.com;MIEI;(15,9,8,8,5,5)
128;Pierette;Couture;Pierette.Couture@gmail.com;LCC;(11,11,9)
252;June;Rillings;June.Rillings@gmail.com;MIEI;(6,18,10)
266;Merry;Kaja;Merry.Kaja@gmail.com;MIEI;(13,18,4,14,4)
637;Norine;Thornburg;Norine.Thornburg@gmail.com;MIEI;(16)
430;Paola;Ethban;Paola.Ethban@gmail.com;LCC;(1,5)
639;Zaria;Hoenack;Zaria.Hoenack@gmail.com;MIEI;(9,14,18)
824;Daryl;Krystle;Daryl.Krystle@gmail.com;LCC;(10,7)
960;Peri;Robertson;Peri.Robertson@gmail.com;LCC;(8,3,12,16,16,13)
735;Goldie;Dorothy;Goldie.Dorothy@gmail.com;LCC;(3,16,16)
280;Heddie;Dorine;Heddie.Dorine@gmail.com;MIEFIS;(18,8,0)
725;Jinny;Rozanna;Jinny.Rozanna@gmail.com;MIEFIS;(1,13,11)
401;Genevra;Birdella;Genevra.Birdella@gmail.com;LCC;(18)
692;Rubie;Olympium;Rubie.Olympium@gmail.com;MIEFIS;(2,4,3,13)
682;Tera;Dielu;Tera.Dielu@gmail.com;MIEFIS;(18,7,18)
337;Lorenza;Bertold;Lorenza.Bertold@gmail.com;MIEI;(8,5,0,10,3)
109;Alleen;Karna;Alleen.Karna@gmail.com;LCC;(1)
962;Janenna;Kosey;Janenna.Kosey@gmail.com;LCC;(15)
548;Caritta;Hathaway;Caritta.Hathaway@gmail.com;LCC;(11,9,16)
972;Coral;Bow;Coral.Bow@gmail.com;MIEFIS;(16,6)
898;Rosanne;Monaco;Rosanne.Monaco@gmail.com;MIEFIS;(17)
748;Merci;Richers;Merci.Richers@gmail.com;LCC;(17,12,18,1)
785;Frank;Bonilla;Frank.Bonilla@gmail.com;MIEI;(11,6,9)
837;Noelle;Ax;Noelle.Ax@gmail.com;MIEFIS;(17,15)
