numero;notas*avg;primeiroNome*avg;ultimoNome;email;curso
540;(11,0);Aili;Sasnett;Aili.Sasnett@yopmail.com;MIEI
775;(2);Olivette;Wolfgram;Olivette.Wolfgram@yopmail.com;LCC
814;(7,17,8);Ariela;Sawtelle;Ariela.Sawtelle@yopmail.com;MIEFIS
561;(13,8,9,6);Ebonee;Redmond;Ebonee.Redmond@yopmail.com;LCC
602;(9,3,18);Mathilda;Schroth;Mathilda.Schroth@yopmail.com;MIEI
827;(7,1,7,1);Aurore;Drus;Aurore.Drus@yopmail.com;LCC
194;(11,17,2,19,14);Dorothy;Sheedy;Dorothy.Sheedy@yopmail.com;MIEFIS
999;(2,2,4,2,13);Gwyneth;Croix;Gwyneth.Croix@yopmail.com;LCC
381;(9,13);Alyssa;Strephon;Alyssa.Strephon@yopmail.com;LCC
317;(7,14);Elena;Teryn;Elena.Teryn@yopmail.com;MIEI
480;(0,19,17,12);Clarice;Gamaliel;Clarice.Gamaliel@yopmail.com;MIEFIS
262;(19,13,6,1,14);Yolane;Casimir;Yolane.Casimir@yopmail.com;MIEI
173;(18,15,0,8,9,1);Tonia;Greyson;Tonia.Greyson@yopmail.com;LCC
172;(4,3);Priscilla;Friede;Priscilla.Friede@yopmail.com;MIEFIS
549;(17,8,1,9,17,8);Cherilyn;Alisia;Cherilyn.Alisia@yopmail.com;MIEI
300;(7,10,1);Tani;Tufts;Tani.Tufts@yopmail.com;MIEI
355;(10,8);Audrie;Tufts;Audrie.Tufts@yopmail.com;MIEI
718;(3,10,8);Charissa;Kimmie;Charissa.Kimmie@yopmail.com;MIEFIS
839;(7,12);Melisent;Hamil;Melisent.Hamil@yopmail.com;MIEI
467;(16);Anica;Lorenz;Anica.Lorenz@yopmail.com;MIEFIS
933;(9,3,1,15,12,7);Selma;Barrus;Selma.Barrus@yopmail.com;MIEFIS
933;(16,13,3);Isa;Allys;Isa.Allys@yopmail.com;MIEFIS
702;(8,9,6,15);Hayley;Amadas;Hayley.Amadas@yopmail.com;MIEFIS
342;(16,14,3,4,11,5);Annora;Eliathas;Annora.Eliathas@yopmail.com;MIEFIS
575;(3,14,16,17);Fidelia;Millda;Fidelia.Millda@yopmail.com;LCC
279;(6,13,9,11);Vere;Vivle;Vere.Vivle@yopmail.com;LCC
496;(19,7,2,16,8);Daune;Letsou;Daune.Letsou@yopmail.com;MIEI
326;(15);Deirdre;Liebermann;Deirdre.Liebermann@yopmail.com;LCC
287;(6);Joane;Stoller;Joane.Stoller@yopmail.com;MIEFIS
934;(9,9,9);Tatiania;Old;Tatiania.Old@yopmail.com;MIEI
993;(19);Gusty;Idelia;Gusty.Idelia@yopmail.com;MIEFIS
527;(1,16);Anallese;Bow;Anallese.Bow@yopmail.com;MIEI
934;(7,14);Sharai;Karl;Sharai.Karl@yopmail.com;MIEFIS
786;(13,4,13,6,16);Rhea;MacIntosh;Rhea.MacIntosh@yopmail.com;MIEI
137;(14,12);Dorice;Zina;Dorice.Zina@yopmail.com;MIEFIS
727;(18,4);Tarra;Evvie;Tarra.Evvie@yopmail.com;LCC
189;(3,12,13,11,11,19);Marsiella;Parette;Marsiella.Parette@yopmail.com;MIEFIS
821;(18,19,13,10,8,14);Barbi;Ricarda;Barbi.Ricarda@yopmail.com;LCC
973;(19,4,3,0);Michaelina;Shuler;Michaelina.Shuler@yopmail.com;MIEI
106;(13,0);Vonny;Abernon;Vonny.Abernon@yopmail.com;LCC
560;(13,2,6,2,6);Lanna;Kirbee;Lanna.Kirbee@yopmail.com;MIEFIS
803;(3);Hermione;Suk;Hermione.Suk@yopmail.com;MIEI
435;(6,4,17);Marti;Oriana;Marti.Oriana@yopmail.com;MIEI
761;(16,17);Brietta;Damarra;Brietta.Damarra@yopmail.com;LCC
712;(15,10,0,3);Fawne;Jaylene;Fawne.Jaylene@yopmail.com;LCC
438;(11,10,1);Almeta;Wittie;Almeta.Wittie@yopmail.com;MIEI
486;(18,6);Fred;Kinnard;Fred.Kinnard@yopmail.com;MIEFIS
992;(5,7,11,5);Charissa;Sabella;Charissa.Sabella@yopmail.com;MIEFIS
821;(1,9,8,5,3);Dorothy;Ralfston;Dorothy.Ralfston@yopmail.com;MIEFIS
253;(12,4,9);Kimberley;Cloris;Kimberley.Cloris@yopmail.com;MIEFIS
615;(10,12,8,2,9,3);Olwen;Leopold;Olwen.Leopold@yopmail.com;MIEFIS
438;(18,11,15,11,18);Alyda;Goode;Alyda.Goode@yopmail.com;LCC
544;(5,9,2,17);Sharlene;Artie;Sharlene.Artie@yopmail.com;MIEFIS
783;(14,8,13);Ricky;Judye;Ricky.Judye@yopmail.com;MIEI
456;(2,2);Britte;Michella;Britte.Michella@yopmail.com;MIEFIS
516;(3);Angela;Anis;Angela.Anis@yopmail.com;LCC
908;(5,3,14,13);Raquela;Naashom;Raquela.Naashom@yopmail.com;LCC
866;(19);Selma;Decato;Selma.Decato@yopmail.com;MIEI
462;(15,15,6,19);Paule;Bord;Paule.Bord@yopmail.com;LCC
955;(3,10,19,6,5,9);Georgetta;Waite;Georgetta.Waite@yopmail.com;MIEFIS
193;(11,6,15);Joy;Alexandr;Joy.Alexandr@yopmail.com;LCC
327;(9,2);Vanessa;Waldron;Vanessa.Waldron@yopmail.com;LCC
980;(16,4,13,19,18,15);Carolina;Sasnett;Carolina.Sasnett@yopmail.com;MIEFIS
868;(15,11);Tobe;Muriel;Tobe.Muriel@yopmail.com;MIEI
626;(5,14,17,13,12);Lonnie;Yoko;Lonnie.Yoko@yopmail.com;MIEI
441;(2,2,2,18);Rosanne;Imelida;Rosanne.Imelida@yopmail.com;MIEI
943;(1,10,12,16);Laure;Urania;Laure.Urania@yopmail.com;MIEFIS
480;(12,9);Eve;Modie;Eve.Modie@yopmail.com;MIEI
322;(17,0);Noelle;Fiester;Noelle.Fiester@yopmail.com;MIEFIS
841;(5);Michaelina;Palocz;Michaelina.Palocz@yopmail.com;LCC
657;(2,7);Konstance;Demitria;Konstance.Demitria@yopmail.com;MIEI
564;(13,19,18,8,9,6);Cathie;Gwenore;Cathie.Gwenore@yopmail.com;MIEI
489;(8,16,18);Lilith;Rugen;Lilith.Rugen@yopmail.com;MIEFIS
752;(11,1,11,17,2);Janey;Cecile;Janey.Cecile@yopmail.com;MIEFIS
469;(18);Aryn;Hartnett;Aryn.Hartnett@yopmail.com;MIEFIS
421;(18,12);Lyssa;Matthew;Lyssa.Matthew@yopmail.com;MIEI
747;(11,2,7);Averyl;Hurley;Averyl.Hurley@yopmail.com;MIEFIS
775;(14,13,15,6,3,5);Dode;Borrell;Dode.Borrell@yopmail.com;MIEI
423;(17,11,6);Angela;Simmonds;Angela.Simmonds@yopmail.com;MIEI
535;(13,4);Sara-Ann;Dudley;Sara-Ann.Dudley@yopmail.com;LCC
415;(16,8);Marguerite;Teryn;Marguerite.Teryn@yopmail.com;MIEI
591;(7);Blinni;Old;Blinni.Old@yopmail.com;LCC
839;(11,12,10);Gabi;Quinn;Gabi.Quinn@yopmail.com;MIEFIS
459;(18);Madalyn;Sinegold;Madalyn.Sinegold@yopmail.com;MIEFIS
595;(14);Livvyy;Naashom;Livvyy.Naashom@yopmail.com;MIEFIS
438;(1,1,1,6,17,5);Claresta;Bury;Claresta.Bury@yopmail.com;MIEFIS
172;(7,8,0,1,6,15);Miquela;Quinn;Miquela.Quinn@yopmail.com;LCC
888;(15);Zondra;Rogerio;Zondra.Rogerio@yopmail.com;MIEFIS
888;(3,1,8);Peri;Henebry;Peri.Henebry@yopmail.com;LCC
644;(13,16,3,9,14);Oona;Faro;Oona.Faro@yopmail.com;MIEI
855;(12);Andeee;Nester;Andeee.Nester@yopmail.com;LCC
742;(6,16,9,9,9,3);Randa;Kiyoshi;Randa.Kiyoshi@yopmail.com;LCC
952;(10,4);Aaren;Yusuk;Aaren.Yusuk@yopmail.com;MIEI
436;(6,0,18,12,12,12);Sashenka;Nicoline;Sashenka.Nicoline@yopmail.com;MIEFIS
387;(16,1,13);Fawne;Baptlsta;Fawne.Baptlsta@yopmail.com;MIEI
985;(13,1,17,12,11,17);Candi;Koehler;Candi.Koehler@yopmail.com;MIEI
778;(14,7,1);Beatriz;Colbert;Beatriz.Colbert@yopmail.com;MIEI
859;(15);Ann-Marie;Johanna;Ann-Marie.Johanna@yopmail.com;MIEFIS
665;(1,14,5,11);Karolina;Ardra;Karolina.Ardra@yopmail.com;MIEI
774;(17);Claudina;Allare;Claudina.Allare@yopmail.com;LCC
670;(3,1,8,19,4);Flory;Merriott;Flory.Merriott@yopmail.com;MIEI
102;(5,1,12,18,17);Vanessa;Gerge;Vanessa.Gerge@yopmail.com;MIEFIS
803;(13,5,19,9,9,16);Clementine;Jillane;Clementine.Jillane@yopmail.com;LCC
735;(16,16,10,10);Emma;Fredi;Emma.Fredi@yopmail.com;MIEI
613;(13,13);Luci;Roumell;Luci.Roumell@yopmail.com;MIEFIS
642;(13,4);Codie;Crudden;Codie.Crudden@yopmail.com;LCC
658;(9,6);Candi;Sperling;Candi.Sperling@yopmail.com;LCC
205;(6);Heida;Toni;Heida.Toni@yopmail.com;MIEI
142;(5);Rubie;Llovera;Rubie.Llovera@yopmail.com;MIEI
563;(3,4,12,17);Lynde;Buttaro;Lynde.Buttaro@yopmail.com;MIEI
139;(2,16,4,13);Augustine;Yusuk;Augustine.Yusuk@yopmail.com;MIEFIS
580;(6,18);Tabbatha;Robertson;Tabbatha.Robertson@yopmail.com;MIEFIS
793;(7,16,18,3,7);Frances;Shields;Frances.Shields@yopmail.com;MIEI
707;(1);Anestassia;Buckler;Anestassia.Buckler@yopmail.com;MIEFIS
535;(12,17,2);Emelina;Pozzy;Emelina.Pozzy@yopmail.com;MIEI
449;(13,19,3);Aeriela;Katrine;Aeriela.Katrine@yopmail.com;MIEFIS
283;(14,3,0,6,2);Sherrie;Fredi;Sherrie.Fredi@yopmail.com;MIEI
591;(3);Helena;Hewitt;Helena.Hewitt@yopmail.com;MIEFIS
320;(17,5,9,19,2);Layla;Persse;Layla.Persse@yopmail.com;MIEFIS
120;(10,3);Selia;Buffum;Selia.Buffum@yopmail.com;LCC
761;(4,15,12);Viviene;Schroth;Viviene.Schroth@yopmail.com;MIEFIS
187;(14,9,4,4);Eugine;Gale;Eugine.Gale@yopmail.com;LCC
695;(2);Cyb;Cordi;Cyb.Cordi@yopmail.com;MIEFIS
722;(4,18,13,13,16);Agnese;Emerson;Agnese.Emerson@yopmail.com;MIEI
143;(7,2,19,17,3,2);Allyce;Berl;Allyce.Berl@yopmail.com;LCC
158;(0,17,14,13,10);Emma;Bahr;Emma.Bahr@yopmail.com;MIEI
490;(19,18);Elsie;Colp;Elsie.Colp@yopmail.com;MIEFIS
360;(5,3,7,5,19,16);Gabi;Francene;Gabi.Francene@yopmail.com;MIEFIS
216;(7,5,9,10,5);Kate;Liva;Kate.Liva@yopmail.com;MIEFIS
909;(4,13,19,10);Jemie;Thunell;Jemie.Thunell@yopmail.com;MIEI
607;(17,5,14,15,14);Daune;Monaco;Daune.Monaco@yopmail.com;MIEI
823;(19,10);Tina;Kirstin;Tina.Kirstin@yopmail.com;LCC
513;(1,9);Robbi;Haldas;Robbi.Haldas@yopmail.com;MIEFIS
539;(10,6,4,9);Susette;Wenda;Susette.Wenda@yopmail.com;MIEFIS
991;(6,9,18);Kirbee;Mintz;Kirbee.Mintz@yopmail.com;MIEFIS
107;(15,8,15,6,17,0);Anthia;Cavan;Anthia.Cavan@yopmail.com;MIEFIS
495;(6,10,11,10);Adele;Auberbach;Adele.Auberbach@yopmail.com;MIEI
697;(4,10,15);Valeda;Phi;Valeda.Phi@yopmail.com;MIEFIS
716;(10,0,10,6,9,4);Petronia;Montgomery;Petronia.Montgomery@yopmail.com;MIEFIS
217;(15,15,6,2,9,10);Raquela;Corrine;Raquela.Corrine@yopmail.com;MIEFIS
886;(6,8);Teriann;Zamora;Teriann.Zamora@yopmail.com;MIEI
996;(9,12,8,12,15,1);Merle;Flita;Merle.Flita@yopmail.com;LCC
530;(13);Elka;Hermes;Elka.Hermes@yopmail.com;MIEI
375;(7,19,13,15,12);Margarette;Federica;Margarette.Federica@yopmail.com;MIEI
677;(19,17);Valli;Hollingsworth;Valli.Hollingsworth@yopmail.com;MIEFIS
645;(7,0);Georgetta;Read;Georgetta.Read@yopmail.com;MIEI
808;(10,18,16);Ninnetta;McClimans;Ninnetta.McClimans@yopmail.com;MIEI
344;(5);Fina;Edee;Fina.Edee@yopmail.com;LCC
207;(14,14,1);Agathe;Cristi;Agathe.Cristi@yopmail.com;LCC
880;(15,15,6);Gwenneth;Codding;Gwenneth.Codding@yopmail.com;MIEFIS
916;(18,8);Susan;Pip;Susan.Pip@yopmail.com;LCC
756;(5,6,14,0);Ronna;Earlie;Ronna.Earlie@yopmail.com;LCC
807;(17,3,1);Kristina;Cordi;Kristina.Cordi@yopmail.com;MIEI
745;(4,13,1,2,7);Karlee;Tippets;Karlee.Tippets@yopmail.com;LCC
897;(9,18,6,15,6);Fanchon;Tannie;Fanchon.Tannie@yopmail.com;MIEFIS
425;(18,15,2,6);Shirlee;Bonilla;Shirlee.Bonilla@yopmail.com;MIEFIS
538;(10);Cassandra;Cosenza;Cassandra.Cosenza@yopmail.com;MIEFIS
166;(18);Joelly;Sherfield;Joelly.Sherfield@yopmail.com;LCC
933;(6,18,15);Ronna;Firmin;Ronna.Firmin@yopmail.com;MIEI
871;(8,8,2,17,10);Tina;Aurelio;Tina.Aurelio@yopmail.com;LCC
623;(2,14);Olivette;Bahr;Olivette.Bahr@yopmail.com;MIEI
565;(13,1,19,0,0);Cathie;Donell;Cathie.Donell@yopmail.com;LCC
762;(11,0,15);Molli;Amadas;Molli.Amadas@yopmail.com;MIEFIS
828;(15);Vevay;Willie;Vevay.Willie@yopmail.com;LCC
327;(4);Siana;Annice;Siana.Annice@yopmail.com;LCC
346;(4,6,3,10,5,7);Bill;Wu;Bill.Wu@yopmail.com;MIEI
552;(15);Deane;Cherianne;Deane.Cherianne@yopmail.com;MIEFIS
952;(10,5,12,17,18);Shaine;Clywd;Shaine.Clywd@yopmail.com;MIEI
506;(7,10);Madelle;Shirberg;Madelle.Shirberg@yopmail.com;MIEFIS
839;(9,3,16,15,0,2);Mildrid;Voletta;Mildrid.Voletta@yopmail.com;LCC
661;(14,15,5,18);Vonny;Braun;Vonny.Braun@yopmail.com;MIEI
750;(19,7,16,8,14,3);Alisha;Pond;Alisha.Pond@yopmail.com;LCC
894;(19);Merrie;McAdams;Merrie.McAdams@yopmail.com;MIEFIS
680;(14,7);Raina;Yam;Raina.Yam@yopmail.com;MIEI
364;(13,9,15);Emilia;Faria;Emilia.Faria@yopmail.com;MIEFIS
700;(6,14,4,7,14,12);Sonni;Socha;Sonni.Socha@yopmail.com;MIEI
302;(15,14);Aaren;Schroth;Aaren.Schroth@yopmail.com;LCC
670;(6);Mildrid;Granoff;Mildrid.Granoff@yopmail.com;LCC
204;(12,14,0,18);Wanda;Clarissa;Wanda.Clarissa@yopmail.com;MIEFIS
564;(13);Kary;Rona;Kary.Rona@yopmail.com;LCC
519;(12,4,13,5,2);Modestia;Herrera;Modestia.Herrera@yopmail.com;LCC
961;(4,10,1,1,1);Rani;Hathaway;Rani.Hathaway@yopmail.com;MIEFIS
900;(4,15,12);Ronna;Boycey;Ronna.Boycey@yopmail.com;LCC
807;(9);Rubie;Aprile;Rubie.Aprile@yopmail.com;LCC
460;(2,16,9,17,4,2);Annabela;Chinua;Annabela.Chinua@yopmail.com;MIEI
340;(7,11);Vevay;Fillbert;Vevay.Fillbert@yopmail.com;MIEFIS
878;(2,13,12);Margarette;Morehouse;Margarette.Morehouse@yopmail.com;LCC
984;(4,18);Quintina;Boycey;Quintina.Boycey@yopmail.com;LCC
465;(4);Harmonia;Kendrick;Harmonia.Kendrick@yopmail.com;LCC
359;(3,2,5,1,4,6);Emylee;Ambrosia;Emylee.Ambrosia@yopmail.com;LCC
596;(1,1,6);Agnese;Jorgan;Agnese.Jorgan@yopmail.com;LCC
930;(8,16,19,5);Nariko;Vivle;Nariko.Vivle@yopmail.com;LCC
453;(0,6,1);Christy;Llovera;Christy.Llovera@yopmail.com;LCC
246;(5,17,14);Felice;Gaulin;Felice.Gaulin@yopmail.com;LCC
651;(10);Dede;Brenn;Dede.Brenn@yopmail.com;LCC
795;(14,16,11,19,19);Bernardine;Velick;Bernardine.Velick@yopmail.com;MIEFIS
440;(18,2);Marika;O'Carroll;Marika.O'Carroll@yopmail.com;MIEFIS
654;(18,12,3);Danika;Madelene;Danika.Madelene@yopmail.com;LCC
806;(4,10,6,8,12);Pierette;Albertine;Pierette.Albertine@yopmail.com;LCC
769;(13,6,1,14,0,9);Florie;Sophronia;Florie.Sophronia@yopmail.com;LCC
507;(8,12,18,1,6,15);Dulcinea;Sadowski;Dulcinea.Sadowski@yopmail.com;MIEI
846;(8,3,16,19);Consuela;Reidar;Consuela.Reidar@yopmail.com;MIEI
238;(5,8,8);Sindee;Niccolo;Sindee.Niccolo@yopmail.com;MIEI
234;(18,12,1);Nita;Raimondo;Nita.Raimondo@yopmail.com;MIEI
829;(13,16);Ronna;Margarete;Ronna.Margarete@yopmail.com;MIEFIS
406;(0,13,17,12,7,9);Bertine;Moseley;Bertine.Moseley@yopmail.com;MIEI
403;(0,6,12,3,1);Aaren;Tound;Aaren.Tound@yopmail.com;LCC
738;(18,9,5,8);Rhoda;Hanleigh;Rhoda.Hanleigh@yopmail.com;MIEI
342;(10,5,12,17,1);Melisent;Miru;Melisent.Miru@yopmail.com;MIEFIS
394;(18,1,9,8);Hope;Rubie;Hope.Rubie@yopmail.com;LCC
589;(6,8,8,4,5);Brooks;Felizio;Brooks.Felizio@yopmail.com;MIEFIS
544;(19,3,18,10,6,5);Mellicent;Kress;Mellicent.Kress@yopmail.com;MIEFIS
250;(4);Ada;Pierette;Ada.Pierette@yopmail.com;MIEFIS
344;(9);Consuela;Hewitt;Consuela.Hewitt@yopmail.com;MIEI
989;(12,0);Beverley;Gahl;Beverley.Gahl@yopmail.com;LCC
179;(19,3,16,6);Rochette;Nance;Rochette.Nance@yopmail.com;MIEI
904;(18,14,3,1,16);Sallie;Kiyoshi;Sallie.Kiyoshi@yopmail.com;MIEFIS
644;(12,0,17,12);Britte;Faso;Britte.Faso@yopmail.com;LCC
505;(19,9,10,18,0,11);Yolane;Bigner;Yolane.Bigner@yopmail.com;MIEFIS
677;(19);Bertine;Alejoa;Bertine.Alejoa@yopmail.com;LCC
551;(0);Elfreda;Ortrude;Elfreda.Ortrude@yopmail.com;MIEI
867;(7,4,6,19,13,9);Rubie;Penelopa;Rubie.Penelopa@yopmail.com;MIEI
291;(14,19,6,18,14,12);Imojean;Newell;Imojean.Newell@yopmail.com;MIEFIS
282;(11);Dawn;Gahl;Dawn.Gahl@yopmail.com;MIEI
883;(9,16,6);Cyb;Seligman;Cyb.Seligman@yopmail.com;MIEFIS
550;(17,4,1,9,7,11);Luci;Standing;Luci.Standing@yopmail.com;MIEI
498;(13,15);Aurelie;Goldina;Aurelie.Goldina@yopmail.com;MIEI
696;(8,18,0);Xylina;Jacobah;Xylina.Jacobah@yopmail.com;MIEI
410;(3,1,6,14);Gusella;Kirbee;Gusella.Kirbee@yopmail.com;MIEI
896;(4,3,3);Charmaine;Natalia;Charmaine.Natalia@yopmail.com;MIEFIS
458;(19,11);Riannon;Lenny;Riannon.Lenny@yopmail.com;MIEFIS
359;(5,9,2,15,9);Ruthe;Erb;Ruthe.Erb@yopmail.com;LCC
965;(10);Jasmina;Si;Jasmina.Si@yopmail.com;MIEFIS
744;(10,8,13,6,17);Ricky;Merna;Ricky.Merna@yopmail.com;LCC
847;(0,9,14);Berta;Ietta;Berta.Ietta@yopmail.com;MIEFIS
110;(17,8,16,17,4);Elbertina;Damarra;Elbertina.Damarra@yopmail.com;MIEFIS
128;(14,16,8,0,0);Marti;Bury;Marti.Bury@yopmail.com;MIEFIS
808;(9,10,6,11,18);Tami;Talia;Tami.Talia@yopmail.com;LCC
953;(16);Elbertina;Infield;Elbertina.Infield@yopmail.com;LCC
962;(7,10,3);Linzy;Girardo;Linzy.Girardo@yopmail.com;LCC
412;(11,10,7,17,3);Leanna;Graig;Leanna.Graig@yopmail.com;MIEFIS
121;(4,1,15);Helena;Wildermuth;Helena.Wildermuth@yopmail.com;LCC
848;(2);Elsie;Schonfeld;Elsie.Schonfeld@yopmail.com;LCC
561;(7,1,13,15);Nicoli;Presber;Nicoli.Presber@yopmail.com;MIEI
824;(19,1);Karly;Fosque;Karly.Fosque@yopmail.com;LCC
486;(1);Lelah;Silvan;Lelah.Silvan@yopmail.com;MIEI
456;(19,2,1,17,19,10);Malina;Roxanna;Malina.Roxanna@yopmail.com;MIEFIS
554;(16,18);Andeee;Waite;Andeee.Waite@yopmail.com;MIEI
599;(18,13,7,9);Roberta;Chapland;Roberta.Chapland@yopmail.com;LCC
128;(19,4,15);Shaine;Hubert;Shaine.Hubert@yopmail.com;MIEI
299;(14,8,14,11,9);Jenda;Daveta;Jenda.Daveta@yopmail.com;MIEFIS
498;(3,19,7,17,8,13);Danika;Thornburg;Danika.Thornburg@yopmail.com;MIEI
490;(7);Lisette;Thomasina;Lisette.Thomasina@yopmail.com;LCC
151;(1,6,10,0);Ariela;Fillbert;Ariela.Fillbert@yopmail.com;LCC
231;(15,11,14,1,5,4);Perry;Grosz;Perry.Grosz@yopmail.com;LCC
809;(15,19,6,5,9);Hyacinthe;Nahum;Hyacinthe.Nahum@yopmail.com;LCC
377;(16,4);Dyann;Bonilla;Dyann.Bonilla@yopmail.com;MIEFIS
246;(19,11,18,15);Louella;Avi;Louella.Avi@yopmail.com;LCC
505;(5);Zsa Zsa;Poll;Zsa Zsa.Poll@yopmail.com;MIEFIS
890;(19,12,0);Joane;Gino;Joane.Gino@yopmail.com;MIEI
748;(11);Kenna;Erich;Kenna.Erich@yopmail.com;LCC
543;(8);Leanna;Belanger;Leanna.Belanger@yopmail.com;LCC
615;(2,15);Sheelagh;Euridice;Sheelagh.Euridice@yopmail.com;LCC
275;(8,14);Kirstin;Eldrid;Kirstin.Eldrid@yopmail.com;LCC
961;(15,10,11,18,11);Regina;Docilla;Regina.Docilla@yopmail.com;LCC
989;(6,0);Aubrie;Elo;Aubrie.Elo@yopmail.com;MIEFIS
313;(1,7,12,14);Hope;Rona;Hope.Rona@yopmail.com;LCC
874;(7,13);Ingrid;Fleeta;Ingrid.Fleeta@yopmail.com;MIEFIS
848;(18,13,11,18,18,6);Hyacinthe;Bouchard;Hyacinthe.Bouchard@yopmail.com;MIEFIS
616;(13,1);Korrie;Beebe;Korrie.Beebe@yopmail.com;LCC
782;(6,8);Rosene;Rosemary;Rosene.Rosemary@yopmail.com;LCC
940;(13,10);Morganica;Bebe;Morganica.Bebe@yopmail.com;LCC
677;(12,3);Madelle;Newell;Madelle.Newell@yopmail.com;MIEFIS
699;(2,19,18);Molli;Alva;Molli.Alva@yopmail.com;MIEFIS
906;(4,2,17,7,16);Alejandra;Stoller;Alejandra.Stoller@yopmail.com;MIEFIS
987;(14,10);Chandra;Vary;Chandra.Vary@yopmail.com;MIEI
931;(4,15,14,14,3,17);Maridel;Thunell;Maridel.Thunell@yopmail.com;MIEI
776;(15,3,5,6,8);Danny;Fiester;Danny.Fiester@yopmail.com;MIEI
778;(9,2,9,14,14);Ashlee;Laurianne;Ashlee.Laurianne@yopmail.com;MIEI
174;(1,6,12,0,17,1);Leanna;Iiette;Leanna.Iiette@yopmail.com;LCC
289;(5,8,12);Winifred;Merell;Winifred.Merell@yopmail.com;MIEI
719;(18,11);Nicoli;Bury;Nicoli.Bury@yopmail.com;MIEFIS
146;(9,11,15,16,15,4);Cherrita;Holtz;Cherrita.Holtz@yopmail.com;MIEFIS
502;(7,13);Selia;Havens;Selia.Havens@yopmail.com;MIEFIS
924;(18,17);Arlena;Elsinore;Arlena.Elsinore@yopmail.com;LCC
805;(13,12,8);Nerta;Merriott;Nerta.Merriott@yopmail.com;MIEI
312;(18,4,16,10,7);Ketti;Joseph;Ketti.Joseph@yopmail.com;MIEI
791;(15,17,15,9,2);Marti;Means;Marti.Means@yopmail.com;MIEI
614;(14,5,11,13,13,0);Kellen;Ellord;Kellen.Ellord@yopmail.com;MIEFIS
790;(13,2,8);Mara;Eachern;Mara.Eachern@yopmail.com;LCC
701;(18,18,10,4);Elsie;Olin;Elsie.Olin@yopmail.com;LCC
205;(1,15,9,8,3);Merry;Iiette;Merry.Iiette@yopmail.com;MIEI
434;(3);Ethel;Fabiola;Ethel.Fabiola@yopmail.com;MIEI
138;(5,0,6,15,14);Susette;Wenda;Susette.Wenda@yopmail.com;LCC
921;(13,7,1,7,3);Courtnay;Lilybelle;Courtnay.Lilybelle@yopmail.com;MIEFIS
147;(9,12,4,4,1);Mamie;Xerxes;Mamie.Xerxes@yopmail.com;MIEI
429;(4,17,13);Cherilyn;Joseph;Cherilyn.Joseph@yopmail.com;LCC
389;(9,18,5);Minne;Klemperer;Minne.Klemperer@yopmail.com;MIEI
919;(3,11,6);Dagmar;Constancy;Dagmar.Constancy@yopmail.com;MIEFIS
839;(3,3,15);Evita;Lay;Evita.Lay@yopmail.com;MIEFIS
308;(14,1);Ermengarde;Wu;Ermengarde.Wu@yopmail.com;MIEI
723;(2);Morganica;Rossner;Morganica.Rossner@yopmail.com;LCC
732;(18,1,1,3,5,8);Marti;Hanshaw;Marti.Hanshaw@yopmail.com;MIEFIS
480;(12,16);Ada;Dermott;Ada.Dermott@yopmail.com;MIEFIS
534;(4);Lizzie;Wenda;Lizzie.Wenda@yopmail.com;LCC
101;(4,1,9);Josephine;McCutcheon;Josephine.McCutcheon@yopmail.com;LCC
272;(6,9,18);Mariele;Kat;Mariele.Kat@yopmail.com;MIEFIS
927;(11,1,5);Marylou;Brenn;Marylou.Brenn@yopmail.com;MIEFIS
808;(6,4,7,14);Deedee;McLaughlin;Deedee.McLaughlin@yopmail.com;MIEFIS
160;(18,17,0,5,7);Helsa;Nahum;Helsa.Nahum@yopmail.com;MIEFIS
344;(10,12,3);Danny;Artie;Danny.Artie@yopmail.com;MIEI
872;(14,2);Rozele;Curren;Rozele.Curren@yopmail.com;MIEI
977;(7,5);Myrtice;Lumbard;Myrtice.Lumbard@yopmail.com;LCC
210;(3,4,12,19,18,12);Deane;Teryn;Deane.Teryn@yopmail.com;MIEI
266;(18,1,14,18,0);Helena;Posner;Helena.Posner@yopmail.com;MIEI
739;(3,16,9,9,9,13);Jackie;Saunderson;Jackie.Saunderson@yopmail.com;LCC
974;(6,0,3,11);Melisent;Kendrick;Melisent.Kendrick@yopmail.com;MIEI
146;(0);Andeee;Karl;Andeee.Karl@yopmail.com;LCC
886;(15);Corly;Amethist;Corly.Amethist@yopmail.com;MIEFIS
811;(2,19,7,2,7,14);Sue;Goode;Sue.Goode@yopmail.com;MIEFIS
210;(17,18);Xylina;Autrey;Xylina.Autrey@yopmail.com;MIEFIS
717;(16,19,0,15,15);Belinda;Durware;Belinda.Durware@yopmail.com;LCC
876;(1,14,12,10,13);Monika;Ciro;Monika.Ciro@yopmail.com;MIEFIS
652;(10,15,9,7);Chastity;Gherardo;Chastity.Gherardo@yopmail.com;MIEFIS
198;(14,8);Genevra;Sibyls;Genevra.Sibyls@yopmail.com;MIEFIS
310;(9,4);Rayna;Uund;Rayna.Uund@yopmail.com;MIEI
878;(1,5,11,2);Collen;Goode;Collen.Goode@yopmail.com;MIEI
399;(6,12,7,4,19);Mathilda;Anton;Mathilda.Anton@yopmail.com;MIEI
628;(17,16);Melanie;Gaal;Melanie.Gaal@yopmail.com;MIEFIS
289;(8,3);Etta;Evvie;Etta.Evvie@yopmail.com;MIEI
911;(18,17,16);Jacenta;Septima;Jacenta.Septima@yopmail.com;MIEI
