numero;PrimeiroNome;UltimoNome;Curso;notas*avg
894;Myriam;Devlen;MIEFIS;(9)
430;Arabel;Bebe;LCC;(2,12,19,1)
724;Lily;Persse;MIEFIS;(13,9,13,17,16,19)
142;Jacquetta;Burch;MIEFIS;(11,12,0,16,9)
367;June;Norvol;MIEFIS;(9)
928;Ericka;Kiersten;MIEI;(0,13)
710;Gisela;LaRue;MIEFIS;(15,3,14,10)
889;Lulita;Hourigan;LCC;(19,5,18,15)
565;Valera;Margarete;MIEI;(2,9,10)
206;Alexine;Olympium;LCC;(18,7,17,13)
318;Zia;Dulciana;MIEFIS;(9,3,13,1,8)
119;Ernesta;Knowling;LCC;(2,13,6,15)
144;Margalo;Tengdin;MIEFIS;(12,16,4,11,13)
758;Riannon;Sadowski;MIEFIS;(4,3,6,6)
140;Clarice;Cookie;MIEI;(8,15,3,14)
847;Clary;Wilkinson;MIEFIS;(5,11,12,2,0,18)
866;Dode;Buttaro;MIEFIS;(9)
820;Kellen;Carvey;MIEFIS;(3,17,18,17,15,9)
489;Randa;Sacken;LCC;(15,11,10,7)
882;Di;Leffen;LCC;(12,2,2)
944;Harmonia;Chapland;LCC;(7,7,14)
744;Harrietta;Gino;LCC;(19,0,13,18)
927;Madeleine;Corrine;MIEI;(5,13,1,4,8)
751;Maisey;Santoro;MIEFIS;(0)
186;Carly;Harned;LCC;(8)
234;Arlena;Chinua;MIEFIS;(9,9,0,14,9)
582;Max;Goode;LCC;(18)
586;Courtnay;Goddard;LCC;(4)
947;Aubrie;Pascia;MIEFIS;(15,17)
708;Catharine;Magnolia;LCC;(9,9)
381;Libbie;Anestassia;MIEFIS;(2,6)
996;Silvana;Amand;MIEI;(7,8)
161;Teriann;Velick;MIEI;(7,17,14,10,4)
441;Yolane;Xerxes;MIEFIS;(18,8,8,17,2)
806;Dotty;Delacourt;MIEI;(5,14,10)
421;Eugine;Kinnard;MIEI;(10,10,9,7,2,8)
870;Clo;Sothena;MIEI;(2,12)
587;Rani;Pyle;LCC;(13,5,2)
119;Maryellen;Afton;MIEI;(13,10,3,2,14,19)
560;Renae;Toni;MIEFIS;(6,17,4,1,17)
837;Ada;Elsinore;LCC;(9,19)
319;Anthia;Hubert;MIEFIS;(17)
617;Charmaine;Ilka;MIEI;(15,5,14)
181;Zondra;Dannye;MIEFIS;(12,13,13,7,10)
264;Lory;Krystle;LCC;(8,19,1,15)
956;Gabi;Jeanne;MIEI;(10,6,7,14)
914;Shauna;Donell;MIEI;(17,2,11,0,1)
566;Patricia;Haerr;MIEFIS;(15)
200;Claudina;Nahum;MIEFIS;(3,0,16,19,17)
160;Merci;Gordon;LCC;(10,18)
658;Allis;Cleavland;MIEI;(5,6,15)
429;June;Katrine;MIEI;(6,19,8,2,17,19)
771;Orsola;Morrill;MIEFIS;(10,3,7,6,15,10)
446;Lita;Ursulette;MIEFIS;(0,11,11,13,12,14)
442;Joceline;Lareena;MIEI;(8,10,2)
972;Tina;Dudley;MIEI;(5)
616;Shell;Regan;MIEI;(6)
566;Fidelia;Ietta;MIEFIS;(17,4)
884;Ebonee;Ciro;LCC;(7,16,1,9)
245;Donetta;Edvard;MIEFIS;(13)
241;Devina;Anselmi;LCC;(10,12)
830;Tera;Ietta;MIEFIS;(12,15,0,4,7,15)
613;Zondra;Gert;LCC;(17)
345;Fina;Albertine;LCC;(10,16,4)
200;Cassondra;Noelyn;LCC;(1)
992;Stephanie;Engdahl;MIEI;(19,19,8,2,0)
928;Allis;Dahlia;LCC;(5)
581;Lynea;Korey;MIEI;(12,6,4,19,12)
162;Nikki;Flyn;MIEFIS;(14,5,3,18,3)
614;Tonia;Adore;LCC;(3,19,3,12)
507;Merrie;Jotham;MIEI;(9,18,2,11,9,0)
606;Florie;Suk;MIEFIS;(10,12,19,3)
569;Ingrid;Prouty;MIEFIS;(15,10,0)
829;Bee;Orpah;LCC;(15,7,10,0,3)
392;Cassandra;Holtz;LCC;(2,7,8,7,14,13)
772;Siana;Pascia;LCC;(17,10,15,3)
171;Heida;Tyson;MIEI;(7,1,0,6)
384;Isa;Chesna;MIEFIS;(2,1,8)
663;Kary;Daegal;LCC;(13)
149;Correy;Greenwald;MIEFIS;(7,9,3,17,12)
983;Kirstin;Vary;MIEFIS;(6,15,4,9,15)
889;Delilah;Kosey;MIEI;(6,3,0,12,19)
147;Dede;Zola;MIEI;(9,12,17,8)
581;Gwyneth;Ulphia;MIEFIS;(19,5,13,7)
747;Ivett;Laverne;MIEFIS;(18,10,4,0,15)
791;Chastity;Ruvolo;MIEFIS;(15,7,3,2,14,13)
172;Karly;Teryn;MIEI;(14,6,19,16,7)
835;Mady;Bethany;LCC;(7,4,15)
314;Rochette;Elephus;LCC;(17,15,19,11,14)
163;Nickie;Ailyn;LCC;(10,0,2,6,15,3)
868;Brooks;Paton;MIEFIS;(0,15,16,16,11)
612;Brianna;Tillford;MIEFIS;(11,13,19,3,8,8)
655;Kayla;Old;LCC;(6,19,12,13)
820;Imojean;Cherianne;MIEI;(17,10,13,9,2,3)
474;Rori;Alwin;MIEI;(10,19,4,7,6)
650;Ariela;Leler;MIEFIS;(3,13)
646;Frances;Cleavland;MIEFIS;(16,19)
924;Rosaline;Damarra;LCC;(16,1,3,17,14)
132;Lynnea;Barrus;MIEI;(15,5,18,9,2)
633;Ruthe;Braun;MIEI;(15,9,16,14,14,12)
142;Cyb;Charmine;MIEFIS;(9)
644;Joceline;Jerold;MIEI;(19,9,10,11,9,3)
313;Jasmina;Agle;LCC;(1,17,7)
933;Pamella;Hartnett;LCC;(4,14,16,5)
835;Molli;Blake;MIEI;(13,0,6,16,11)
306;Bettine;Capello;LCC;(9,16,16,17,16,3)
468;Lita;Dorine;MIEI;(16,10)
393;Binny;Jillane;MIEFIS;(10,10,11,19,11,7)
431;Raf;Bashemeth;LCC;(16,4,18,8)
199;Libbie;Taam;MIEI;(9,9,10,12)
465;Joceline;Alabaster;MIEI;(15,8)
636;Gerianna;Zamora;LCC;(17)
563;Brandise;Ilka;LCC;(11)
521;Teddie;Hollingsworth;MIEI;(13)
782;Donetta;Prober;MIEFIS;(10,10)
970;Candy;Vharat;MIEI;(11,8,16,19,5)
370;Dominga;Rudolph;MIEI;(8,11,19)
358;Kelly;Vanni;MIEFIS;(14,5)
904;Marguerite;Boycey;LCC;(2,14,16,17)
247;Flory;Urania;LCC;(17,18,12)
392;Lynnea;Artie;LCC;(8,8)
763;Lonnie;Joeann;MIEI;(15,8,12,19)
387;Misha;Munn;LCC;(19,16,13,8,5)
539;Verla;Sekofski;LCC;(19)
492;Kaja;Rubie;LCC;(9,16)
286;Tamqrah;Barney;MIEI;(1,7,9)
679;Leanna;Grimbly;MIEFIS;(9,4,17,12)
835;Susette;Mata;LCC;(10,4,12)
674;Bettine;Lea;LCC;(3)
736;Oralee;Roumell;LCC;(11,16,3,1,4,17)
439;Joeann;Buffum;MIEFIS;(15,1,18)
287;Brietta;Vorster;LCC;(18,3,14,1)
391;Ardenia;Jethro;MIEI;(2)
629;Eadie;Lissi;MIEFIS;(10,12,14)
386;Sadie;Desai;MIEFIS;(9)
174;Nickie;Odysseus;MIEI;(2,2,14)
517;Karly;Edison;MIEFIS;(2,0,6,3,13,9)
614;Beth;Lewes;LCC;(4,7,3)
420;Marleah;Bluh;LCC;(10,4,0,1,0)
317;Addia;Koehler;LCC;(14)
536;Regina;Anton;MIEFIS;(9,3)
993;Emylee;Emanuel;MIEI;(4,15)
165;Marcelline;Swigart;LCC;(16,2,5,14,12)
792;Drucie;Philoo;MIEI;(2,3,6,18,18)
427;Kassey;Wilkinson;LCC;(6,16,19,12,18)
400;Elfreda;Chaing;MIEFIS;(3)
323;Corly;Kirstin;MIEFIS;(16,16,4,9,1)
264;Lorie;Stephie;MIEFIS;(15,9)
814;Benita;Infield;MIEI;(10)
659;Ernesta;Marden;LCC;(2,10)
891;Roberta;Kaja;MIEI;(7,0,7,10,19,17)
365;Cam;Sancho;MIEI;(1,13,19,1)
326;Cissiee;Roche;LCC;(15,17,13,19,5)
722;Beatriz;Ventre;LCC;(5,14,12,1,6)
294;Nanete;Bevin;LCC;(14,6,8)
989;Jaime;Amadas;LCC;(14,2)
498;Calla;Gregrory;MIEFIS;(1,6)
374;Darci;Narton;LCC;(1,6,9)
333;Cordi;Cullin;MIEFIS;(17,15,3,16,9)
447;Ivett;Mich;MIEI;(13,9)
204;Ana;Tremayne;MIEI;(10,18,2)
563;Arlina;Sheng;MIEI;(14,0,13,3)
266;Alisha;Chapland;MIEFIS;(3,2,18,14,16,18)
727;Christian;Rona;MIEI;(3)
508;Berget;Merat;MIEFIS;(5,7)
530;Ermengarde;Natalia;MIEFIS;(5,2)
461;Celene;Letsou;LCC;(10,10)
504;Nannie;Khorma;MIEI;(7,17)
131;Mariele;Sikorski;LCC;(16,1,8,1)
128;Brooks;Glenden;LCC;(12)
617;Julieta;Seligman;MIEI;(11,16)
276;Linet;Imelida;MIEI;(15,19,0,7)
557;Aryn;Riordan;MIEI;(9,13,19,19)
337;Ursulina;Meter;MIEFIS;(7,8,9,12,16,7)
783;Ninnetta;Mitzi;MIEI;(14,16,0,9)
293;Jorry;Leary;MIEFIS;(1,2,9,13,12,4)
397;Arabel;Liva;LCC;(1,18,13)
769;Genovera;Ethban;MIEI;(9,5,12,19,18,12)
309;Claudina;Salvidor;LCC;(11)
444;Agathe;Chick;LCC;(19,16,8,17,10)
313;Dolli;Chrystel;MIEFIS;(16,1,12,12,15,17)
557;Di;Nerita;MIEI;(5,0,13,17,2)
596;Berget;Hamil;MIEFIS;(0,8,17)
775;Lolita;Si;LCC;(15,10,4,4,3)
325;Caressa;Stoller;LCC;(4,18,2,3,4,9)
820;Frank;Simmonds;LCC;(11,4,0)
499;Eve;Myrilla;MIEFIS;(4,18,19,3)
883;Kara-Lynn;Bord;LCC;(14,5,1)
860;Heddie;Mallon;MIEI;(16)
780;Leia;Ralfston;MIEFIS;(14,17,15,18,9,4)
978;Heddie;Hanleigh;MIEFIS;(14,11,11,8,1,19)
278;Courtnay;Cecile;MIEI;(13,17)
894;Dede;Sandye;MIEFIS;(14,7,13)
668;Mary;Lorain;LCC;(12,12,7,10,13,4)
997;Dulce;Abram;MIEI;(0,12,17,15,6)
392;Ada;Dannye;MIEI;(1,11,11)
643;Harmonia;Bryna;MIEI;(5,19,8,19)
226;Nanete;O'Carroll;MIEI;(12,19,10,4,13,17)
630;Cyb;Stevy;MIEI;(7)
633;Nataline;Radu;MIEFIS;(2,4,1,8,8)
233;Mamie;Stephie;MIEI;(7,16,4)
732;Wendi;Ietta;LCC;(6,6,15)
744;Addia;Rozanna;MIEI;(8,3,3,3,4,9)
496;Renae;Kylander;LCC;(10,0,7,19,5,11)
337;Tiffie;Lilybelle;LCC;(7,6,0,7,10)
671;Karina;Roumell;LCC;(16,14,2,18,18)
906;Beth;Frendel;MIEFIS;(19,11,16,10)
610;Jasmina;Ax;LCC;(12,7,15,6)
557;Vita;Lubin;MIEFIS;(11)
812;Alisha;Vanni;LCC;(15)
937;Karlee;Colp;MIEFIS;(15,19,0,4,16)
725;Georgetta;Rebecka;MIEFIS;(16,4,18,2)
143;Zsa Zsa;Kiersten;MIEI;(0,17,0,12,10,8)
807;Deane;Jammal;LCC;(8,3,4)
843;Dyann;Rebecka;MIEFIS;(19,6,16,5)
227;Lory;Byrne;MIEI;(13,9,0,4,6)
785;Gretal;Yorick;MIEI;(0,16,14,7,4)
326;Kalina;Cadmar;MIEFIS;(9,17,14,3,13)
818;Latisha;Aida;LCC;(9,2,10,1)
238;Cassandra;Quent;MIEI;(17,6,2)
926;Viviene;Trinetta;LCC;(5,3,5,9,3,1)
653;Gretal;Hubert;MIEI;(13,10,0,17)
405;Janis;Franza;MIEFIS;(1,6,16,4)
896;Anallese;Kinnard;LCC;(5,10,11,18,14)
600;Blondelle;Woodberry;MIEFIS;(4)
670;Stephanie;Bandeen;LCC;(7,7)
491;Tilly;Berard;MIEI;(8)
606;Sheelagh;Louanna;LCC;(6,16,14)
794;Ernesta;My;MIEI;(0,19,12,0,17,9)
949;Pamella;Dorothy;LCC;(19,13)
169;Johna;Edmund;LCC;(10,3,0,9,9)
319;Hallie;Greyson;MIEI;(16,19,12,10)
489;Jere;Ferino;LCC;(0,18,0,19)
366;Marline;Lay;MIEI;(14,11,16,13,10)
321;Hettie;Maxi;LCC;(10,1,0,0)
623;Lila;Johnsson;LCC;(9,18,19,18,6)
847;Therine;Newell;LCC;(13,7)
578;Georgetta;Greyson;LCC;(15,19,10,19,16,12)
231;Dale;Knowling;MIEFIS;(9,12,2,6,3)
333;Lauryn;Zola;MIEFIS;(6,3,6,17,18)
128;Emelina;Vivle;MIEI;(13,7,15)
171;Estell;Giule;LCC;(9,6)
208;Giustina;Moseley;MIEI;(18,4,16,10,6,5)
296;Gisela;Woodberry;LCC;(5,19)
227;Shel;Cloris;MIEI;(2,13,13,18,2)
651;Paule;Tarrant;MIEI;(3,8,2,9)
616;Aurore;Manolo;MIEFIS;(19,15)
571;Konstance;Gavrila;MIEI;(14,16,11,5)
606;Briney;Hermes;LCC;(19,18,0)
297;Angela;Waldron;LCC;(14,17,5,2,2)
998;Britte;Marijo;LCC;(5)
793;Therine;Lowry;MIEI;(15,8,13,10)
559;Jennica;Bevin;MIEFIS;(12,15)
516;Molli;Desai;MIEI;(12,12,19,11,13)
860;June;Ursulette;MIEFIS;(7,0,15)
813;Joeann;Dudley;MIEFIS;(10,3,14,9,16)
137;Nannie;Screens;MIEFIS;(10,14,3,19,8)
282;Kathy;Socha;MIEI;(16,9,2,14)
739;Clementine;Vivle;LCC;(2,14)
992;Bernie;Egbert;MIEFIS;(5,16,14,13,17)
988;Anallese;Garbe;MIEI;(9,1)
433;Minda;Weaks;MIEI;(8)
628;Sara-Ann;Gabrielli;MIEI;(14)
550;Joceline;Seessel;MIEI;(2,10,4,9,6)
443;Veda;Chabot;LCC;(13,19,17)
101;Kimmy;August;LCC;(12,2,4,1,18)
631;Nadine;Artie;MIEI;(19)
749;Genevra;Jenness;MIEFIS;(11,9,11,9,0,9)
863;Paule;Bollay;LCC;(9,17,9,17,9,5)
594;Ericka;Irmine;LCC;(8)
125;Harmonia;Brady;LCC;(9,11,10,14)
700;Merci;Yerkovich;MIEFIS;(11,5,1,9,16)
626;Joelly;Marcellus;LCC;(6,12,12)
147;Bernardine;Winnick;MIEI;(16)
868;Kore;Ephrem;MIEFIS;(4,14,4,9,16)
687;Annora;Toffic;MIEFIS;(9,0,10,19,10)
527;Nicoli;Mintz;LCC;(5,17,5,5,16)
495;Katleen;Hubert;MIEI;(19,14,7,13,5,4)
783;Wendi;Chaing;MIEI;(0,5,11,19)
278;Taffy;Buttaro;LCC;(4,5,9,0,7)
271;Gale;Screens;MIEFIS;(19,12)
391;Damaris;Etom;MIEFIS;(4,0,6)
626;Zia;Albertine;LCC;(15,3)
731;Sarette;Podvin;LCC;(17,9,12,15,13,2)
807;Mignon;Argus;LCC;(4,12,18,10,5)
387;Mariann;An;LCC;(5,1,7,13,7)
505;Linzy;Tjon;MIEFIS;(13,7,15,13)
731;Jemie;Bartlett;MIEFIS;(11,5,18)
913;Camile;Cassius;LCC;(9,6,1,0)
825;Anallese;Dannye;MIEFIS;(4,10,4)
369;Mignon;Sparhawk;LCC;(15,15,6)
243;Susan;Isacco;MIEFIS;(15,1)
493;Yetty;Kolnick;MIEFIS;(12,1,9,5,11)
782;Christy;Kiersten;MIEFIS;(6,14,19,1)
988;Rani;Levey;MIEFIS;(3,16,2)
862;Bobinette;Whittaker;LCC;(9,18)
542;Georgetta;Reidar;MIEI;(19,10,9)
138;Katuscha;Levey;LCC;(7,16,14)
501;Dominga;Phi;MIEFIS;(5,12,14,1)
851;Lucy;Kauppi;MIEFIS;(9,12,13,8,19)
446;Charissa;Kauppi;LCC;(13,11,2,9,2)
266;Gaylene;Septima;MIEFIS;(4,13)
492;Oralee;Mich;MIEI;(1,11,4,15,19)
928;Nikki;Felecia;MIEI;(10,7,7,17)
658;Binny;McLaughlin;LCC;(13,0)
269;Dacia;Gabrielli;MIEI;(9,7,7,19,2,8)
949;Lorne;Mallon;MIEI;(13,12,19,7,4)
285;Kirstin;Gower;MIEI;(10,9)
573;Rochette;Lissi;MIEI;(4,3,0,2,3,3)
649;Fanchon;Stuart;LCC;(19,0,9,9,14)
753;Nanete;Wesle;LCC;(4,16,11,5,15)
274;Dorene;Barrus;LCC;(4,1,5)
944;Latisha;Maiah;LCC;(8,3,2,4)
932;Jinny;Dowski;MIEFIS;(17,5,15,18,0)
434;Zsa Zsa;Chandler;MIEI;(13,8,15,13)
572;Yvonne;Newell;MIEFIS;(5,9,10,10,6)
792;Kimmy;Jefferey;MIEFIS;(18,11,13,8)
309;Shel;Sophronia;MIEFIS;(9,9)
488;Dari;Sherfield;MIEI;(17,18,15,9)
694;Mahalia;Slifka;MIEFIS;(11,18,0)
951;Zsa Zsa;Aaberg;MIEFIS;(8,9,6,12,17,11)
323;Lyssa;Ashok;LCC;(10,0)
858;Livvyy;Fadiman;MIEFIS;(1,14,12,2,8)
886;Helena;Raul;LCC;(9,1,6,7,11)
290;Jessy;Bow;MIEI;(5,19,1,11)
164;Melodie;Noelyn;MIEI;(16,17)
340;Tani;Erminia;MIEI;(19,1)
391;Abbie;Drisko;LCC;(18,8,11,3,13)
254;Kalina;Gaulin;MIEI;(3,18,14)
223;Gusella;McLaughlin;MIEI;(4,8,7,18)
365;Netty;Rozanna;MIEFIS;(5,14,9,17)
361;Nananne;O'Rourke;LCC;(18,15,13,3,19)
984;Tera;Howlyn;LCC;(5,15,10)
388;Celene;Angelis;MIEFIS;(19,7,18,8)
946;Maurene;Cavan;MIEFIS;(19,13,3,18)
125;Pamella;Nunci;MIEFIS;(14)
433;Marline;Dulciana;MIEFIS;(6,13,15)
646;Jinny;Luhe;MIEFIS;(6,19,11)
178;Kerrin;Regan;MIEFIS;(8,12,2,12,8)
568;Rosene;Amethist;MIEI;(6,9,8,3)
964;Ashlee;Kaete;MIEI;(14,7,10,0,0)
362;Tatiania;Bouchard;LCC;(6,19,3,19,5,10)
710;Norine;Dituri;LCC;(9,5,2,16)
838;Damaris;Nerita;MIEFIS;(16,8,11,12,0,1)
424;Lynde;Llovera;MIEI;(3,7,9,4,0,13)
302;Maisey;Ackerley;MIEI;(17,7,14,18,10,1)
516;Sidoney;Lubin;LCC;(17)
254;Gaylene;Ilka;MIEI;(5,3)
452;Mireielle;Rossner;MIEI;(10)
538;Meriel;Pitt;MIEFIS;(8,10,9)
622;Vita;Maroney;MIEFIS;(5,9,7,7,7,12)
190;Cyndie;Luhe;MIEI;(16)
150;Sharlene;Tufts;MIEFIS;(12,0,10,17)
877;Jemie;Angelis;MIEFIS;(16)
146;Jillayne;Iphlgenia;LCC;(18,2,19,0)
376;Angelique;Alfons;LCC;(10,12,7)
231;Cathyleen;Cutlerr;MIEI;(3)
492;Roslyn;Hanshaw;LCC;(19,4,5)
208;Rozele;Fitzsimmons;MIEFIS;(10,2)
192;Fernande;Hermes;MIEI;(9,15,2,2,8,14)
496;Dawn;Iaverne;MIEI;(6,15,6,6,18)
776;Dorthy;Haymes;MIEFIS;(0,8,6,11)
294;Florencia;Yate;MIEFIS;(1,5)
341;Dotty;Montgomery;MIEI;(2)
139;Grier;Libna;MIEFIS;(7,19,12,9,6)
594;Desirae;Egbert;MIEI;(14,8,0,1,1)
831;Beverley;Newell;MIEFIS;(19)
682;Cissiee;Bates;MIEI;(17)
194;Mahalia;Vorster;MIEFIS;(19,1,18,5,13)
313;Vanessa;Harl;MIEI;(18)
840;Tobe;Burnside;LCC;(15,3,10,16,7)
306;Sindee;Catie;MIEFIS;(9,12,10,7)
665;Lizzie;Cullin;MIEI;(0,1,12,11)
992;Nadine;Lea;LCC;(13,18,7,16,6,12)
978;Lily;Mich;MIEFIS;(1,15,0,0,12,1)
823;Corene;Loleta;LCC;(11,15,5,19,5)
952;Tiffie;Mehalek;LCC;(17,11,4,19,16)
871;Corry;Philoo;LCC;(9,15,14,3,12)
589;Calla;Hazlett;MIEFIS;(16,12)
840;Charmaine;Jary;MIEI;(18,10,9,11,10,16)
139;Nelle;Westphal;MIEI;(16,3,6,9,17,8)
347;Lorne;Georgy;LCC;(5,13,8,13,7,0)
880;Gabi;Drus;LCC;(10,14,14,0,5,14)
846;Berget;Ovid;MIEFIS;(9,18,6,13)
448;Hildegaard;Teddman;LCC;(15,11,6,1,17)
919;Carlie;Rogerio;MIEI;(10,16,4,14,9,19)
270;Nollie;Evangelia;MIEI;(3,13,6)
282;Codie;Riordan;MIEI;(11,13)
630;Fayre;Sherfield;LCC;(10)
398;Steffane;Skell;MIEI;(12)
716;Lorie;Klotz;LCC;(11,16,19,5,6,7)
621;Emma;Macey;MIEFIS;(19,0)
901;Claresta;Warthman;MIEI;(12,15,8,13)
486;Jacquetta;Armanda;MIEFIS;(13,11,0,12,19,10)
431;Katharina;Elsinore;MIEFIS;(14,0)
943;Anthia;Oneida;MIEFIS;(12)
165;Zsa Zsa;Garlinda;MIEI;(10,15,17,17,15)
942;Vanessa;Irmine;MIEFIS;(6,3,0,16,3,15)
284;Layla;Jalbert;MIEI;(17)
645;Hettie;Juliet;MIEFIS;(10,8,15,9,15)
735;Asia;Narton;MIEFIS;(0,10,4,10,11,18)
484;Jany;Bury;MIEFIS;(6,13,14,5)
732;Dari;Gale;MIEI;(17,5)
410;Wynne;Ardra;MIEI;(9,17,19,10,8)
669;Gusty;Ambrosia;MIEI;(15,4,1)
364;Rozele;Jagir;MIEFIS;(0)
740;Merrie;Geffner;MIEI;(3,14,3)
697;Ileana;Bearnard;MIEFIS;(12,4,12,0)
340;Dorene;Tufts;MIEI;(0,14,2,15,16)
218;Caressa;Hanshaw;LCC;(13,18)
712;Feliza;Orlene;LCC;(14)
456;Lynnea;Alabaster;MIEI;(17,2,10,8,18,12)
920;Tonia;Tarrant;MIEFIS;(15,7)
545;Asia;Amand;MIEFIS;(12,4,17,8)
961;Dulce;Penelopa;MIEFIS;(12,10,16,1,3,9)
360;Jinny;Larochelle;LCC;(6)
973;Alejandra;Egbert;MIEI;(12,8,5,10,1,15)
711;Jordan;Devlen;LCC;(4,1,6)
151;Jany;Garbe;MIEI;(17,18,7,2)
102;Sabina;Slifka;MIEFIS;(2,18,5,0,17,15)
641;Lolita;Raychel;MIEI;(7,16,15,15,1)
419;Sue;Levey;LCC;(13,2,3,6,1,11)
777;Jacenta;Meli;LCC;(13)
607;Trixi;Dituri;MIEFIS;(16,1)
746;Ericka;Fosque;MIEI;(9,8,19)
811;Sidoney;Ursulette;MIEI;(8,14,15,12,15)
615;Jasmina;Creamer;LCC;(12,8,19,13,8)
572;Hayley;Marijo;LCC;(14,16,16)
520;Norine;Sasnett;MIEI;(3,17,2,4)
351;Hope;Goldina;MIEI;(4)
353;Rubie;Tayib;MIEFIS;(10,13,1,14,7,3)
612;Jany;Engdahl;MIEI;(12)
481;Katuscha;O'Carroll;MIEI;(9,10,12,7,8)
615;Wilma;Allys;MIEFIS;(7)
134;Corene;Cottle;MIEI;(10,6)
652;Laure;Sidonius;MIEFIS;(13)
801;Juliane;Armanda;LCC;(11,7,9,8,11)
236;Christian;Anis;MIEI;(7,6,7,4,17)
261;Sam;Brian;MIEFIS;(14,19,5)
614;Trixi;Roxanna;LCC;(6)
846;Ketti;Yam;MIEI;(4,0,11,11)
104;Jany;Cath;MIEFIS;(5,7,12,4)
264;Morganica;Klotz;MIEFIS;(18,19,7,13,5,13)
546;Janeczka;Hewitt;MIEFIS;(16,0,12,14,19,18)
272;Fidelia;Percy;LCC;(10,8,18,14,19)
205;Arlena;Malvino;LCC;(8,11,6,0,16)
611;Melanie;Ulphia;LCC;(4)
193;Morganica;Crudden;MIEFIS;(0)
535;Genevra;Isacco;MIEI;(19,19,11,17,15)
901;Ginnie;Robertson;LCC;(6,10)
680;Nannie;Aprile;MIEFIS;(10,10,6,17)
236;Roslyn;Behre;LCC;(16,17,18,9,9,13)
466;Ida;Norrie;MIEFIS;(18,12,19,4,1,12)
602;Carmencita;Franza;LCC;(15,8,19,13)
283;Deedee;Philipp;MIEFIS;(10)
312;Sharlene;Jagir;MIEFIS;(1,9,3,9,16,18)
368;Gwyneth;Slifka;MIEI;(8,11,12,2,9)
181;Desirae;Scammon;LCC;(19,12)
657;Lulita;Joni;MIEI;(8,13,17,17)
630;Cacilie;Afton;MIEFIS;(12,18)
443;Melanie;Hashim;MIEI;(19)
339;Dyann;Anderea;MIEI;(12,0,4)
139;Neila;Kazimir;MIEFIS;(12,8,9,9)
994;Catrina;Westphal;LCC;(3,5,0,11)
985;Adele;Anton;MIEI;(15,7,1,19,19,16)
447;Vanessa;Whittaker;MIEFIS;(16,11,0)
799;Chandra;Bartlett;MIEFIS;(0,16)
184;Ezmeralda;Dahlia;MIEI;(19,1,4)
192;Adriana;Teddman;LCC;(3)
331;Lanna;Zenas;MIEI;(6,9)
828;Orelia;Borrell;MIEI;(12)
775;Almeta;Mata;MIEI;(3,8)
494;Bee;Vins;MIEFIS;(15,2,4,1,14)
313;Carilyn;Ehrman;MIEI;(16,12,0,17,6)
174;Rosaline;Gilmour;MIEI;(13,13,15,16,13,0)
586;Hayley;Reinke;LCC;(9)
920;Josephine;Edee;MIEI;(1,16)
844;Vita;Vale;LCC;(0)
869;Aryn;Eno;MIEFIS;(10,6)
455;Myriam;Shanley;LCC;(0,13,6,9,18)
841;Agnese;Ricarda;MIEFIS;(6,3)
429;Jacenta;Hilbert;MIEFIS;(1,5,5,13,6,11)
883;Amii;Lowry;MIEI;(2)
282;Tatiania;Thunell;MIEFIS;(9,8,10)
311;Jean;Marcellus;MIEI;(18,2,2,12,13,13)
915;Carly;Buttaro;LCC;(11)
701;Eve;Dominy;MIEFIS;(7,12,12)
952;Elmira;Sprage;LCC;(0,7,12,5,11)
270;Deedee;Azeria;MIEI;(8,6,11,14,1,16)
713;Sarette;Christine;MIEI;(3,1)
504;Lorenza;Manolo;LCC;(7,10,5,7,10)
622;Oralee;Chick;LCC;(7,17,0)
149;Theodora;Aurelio;LCC;(5,0,11,15)
867;Cacilie;Jarib;LCC;(16,6,3,12)
313;Audrie;Madelene;MIEI;(3,10,6,2,7)
155;Sarette;Telfer;MIEI;(9,1)
890;Mara;Kendrick;MIEFIS;(15,15)
434;Randa;Riva;MIEI;(7,16,16,13,11,12)
872;Gusella;Markman;LCC;(14,13)
218;Regina;Miru;MIEI;(2,8,6,14,4,10)
317;Coral;Iphlgenia;MIEI;(11,1,6)
210;Wendi;Guildroy;MIEI;(10,7,2)
591;Carolina;Fancie;MIEFIS;(12,6,4)
732;Yolane;Jehu;LCC;(14,8,3)
787;Justinn;Anselmi;LCC;(2,10,8,3,15,14)
278;Pierette;Marijo;MIEI;(13)
139;Cherilyn;Cornelia;MIEFIS;(11,7,16,16,15)
304;Elka;Chabot;MIEFIS;(14,0,10,19,10,16)
946;Nariko;Shields;MIEFIS;(16,2,15,13,3)
129;Ivett;Dowski;MIEI;(3)
533;Kirbee;Milde;LCC;(8,2,8,16)
515;Mahalia;Vivle;MIEI;(13,7,6,17,17)
997;Suzette;Corrine;MIEI;(13,16,5)
138;Daphne;Fadiman;MIEFIS;(17,8,1)
158;Tierney;Chesna;MIEI;(9,11,14,14)
370;Beth;Truc;MIEFIS;(10,5)
643;Riannon;Cecile;MIEI;(6,2,6,5)
720;Minda;Fabiola;MIEI;(4,18,13)
305;Willetta;Jorgan;LCC;(8,13,3,7,2)
478;Marline;Harriman;MIEI;(2,2,4,3)
597;Brena;Cath;MIEI;(11,6,10,15)
446;Cyndie;Ramona;MIEI;(6,16,11)
132;Cathyleen;Isidore;LCC;(5)
732;Aeriela;Tufts;MIEFIS;(4,19)
