numero;primeiroNome;ultimoNome;email;curso;notas*max
885;Gavrielle;Milson;Gavrielle.Milson@gmail.com;MIEI;(10,3)
854;Jemie;Dyche;Jemie.Dyche@gmail.com;LCC;(16,14,8)
351;Collen;Deegan;Collen.Deegan@gmail.com;LCC;(12)
827;Tobe;Amethist;Tobe.Amethist@gmail.com;MIEFIS;(6,11,3)
429;Dennie;Hebner;Dennie.Hebner@gmail.com;MIEFIS;(12)
536;Beth;Wolfgram;Beth.Wolfgram@gmail.com;MIEI;(7,9,16,13,3)
438;Blinni;Wind;Blinni.Wind@gmail.com;MIEFIS;(19,14,5)
138;Kaia;Lauraine;Kaia.Lauraine@gmail.com;MIEFIS;(14,11,7,1,17,0)
491;Lila;Toor;Lila.Toor@gmail.com;LCC;(5)
928;Roseline;Fosque;Roseline.Fosque@gmail.com;MIEFIS;(0,7)
534;Tatiania;Gualtiero;Tatiania.Gualtiero@gmail.com;LCC;(12,14,5,18,10)
492;Vita;McGrody;Vita.McGrody@gmail.com;MIEI;(8,9,15,10,0,19)
241;Britte;Charity;Britte.Charity@gmail.com;LCC;(12,1,16)
314;Kimberley;Tarrant;Kimberley.Tarrant@gmail.com;LCC;(6)
495;Norine;Vittoria;Norine.Vittoria@gmail.com;MIEFIS;(4)
941;Carolina;Rugen;Carolina.Rugen@gmail.com;MIEFIS;(2,9)
543;Cherilyn;Darbie;Cherilyn.Darbie@gmail.com;MIEI;(14,19,2,19,1,10)
697;Gerianna;Artie;Gerianna.Artie@gmail.com;MIEFIS;(5,5,7)
483;Pollyanna;Hilbert;Pollyanna.Hilbert@gmail.com;MIEI;(14,11)
749;Alex;Rosemary;Alex.Rosemary@gmail.com;MIEFIS;(8)
552;Justinn;Cristi;Justinn.Cristi@gmail.com;MIEFIS;(0,11)
877;Anica;Mathilde;Anica.Mathilde@gmail.com;MIEI;(5,9,13,13,17)
344;Elvira;Diann;Elvira.Diann@gmail.com;LCC;(1,10)
325;Marsiella;Holtz;Marsiella.Holtz@gmail.com;LCC;(18,1,17,19,18,17)
886;Larine;Uund;Larine.Uund@gmail.com;MIEFIS;(2)
285;Beatriz;Zrike;Beatriz.Zrike@gmail.com;LCC;(2)
750;Cristabel;Mendez;Cristabel.Mendez@gmail.com;MIEI;(2,12,7)
896;Hyacinthe;Wilona;Hyacinthe.Wilona@gmail.com;MIEFIS;(6,8,2,17,3)
421;Shauna;Mata;Shauna.Mata@gmail.com;LCC;(0)
623;Bee;Pierette;Bee.Pierette@gmail.com;MIEI;(12,14,9,19,8,15)
474;Feliza;Arquit;Feliza.Arquit@gmail.com;MIEFIS;(9,2,1,12)
632;Dianemarie;Dahlia;Dianemarie.Dahlia@gmail.com;MIEI;(0,15)
404;Alyssa;Donoghue;Alyssa.Donoghue@gmail.com;LCC;(3,11,18,7,3)
494;Rhoda;Lamoree;Rhoda.Lamoree@gmail.com;MIEI;(7,16,13)
545;Micheline;Tiffa;Micheline.Tiffa@gmail.com;LCC;(17,7,7,5,16,1)
481;Penelopa;Eckblad;Penelopa.Eckblad@gmail.com;MIEFIS;(11,4)
308;Karolina;Swanhildas;Karolina.Swanhildas@gmail.com;LCC;(10,3,13,12,19)
974;Stacey;Thilda;Stacey.Thilda@gmail.com;MIEFIS;(12)
111;Lizzie;Lindemann;Lizzie.Lindemann@gmail.com;MIEI;(9)
749;Caressa;Bendick;Caressa.Bendick@gmail.com;MIEI;(16,1,12)
564;Ivett;Edmund;Ivett.Edmund@gmail.com;MIEI;(10,7,4,7,7,8)
681;Devina;Albertine;Devina.Albertine@gmail.com;LCC;(14,3)
943;Jacenta;Desai;Jacenta.Desai@gmail.com;MIEI;(5)
852;Arabel;Fiann;Arabel.Fiann@gmail.com;MIEFIS;(16,17,2,2,5,11)
665;Wynne;Sacken;Wynne.Sacken@gmail.com;MIEI;(12,9,16)
756;Philis;Sherrie;Philis.Sherrie@gmail.com;MIEFIS;(5,4,6,1,4,7)
254;Corry;Lea;Corry.Lea@gmail.com;MIEFIS;(9,6,4,11,19,16)
653;Reeba;Daveta;Reeba.Daveta@gmail.com;MIEFIS;(11)
206;Cordi;Carmena;Cordi.Carmena@gmail.com;MIEFIS;(10,1,12,9,19,14)
486;Dode;Lemuela;Dode.Lemuela@gmail.com;MIEI;(0,14,12)
746;Wileen;Malanie;Wileen.Malanie@gmail.com;MIEFIS;(3,17)
968;Genovera;Westphal;Genovera.Westphal@gmail.com;LCC;(9)
494;Ariela;Bandeen;Ariela.Bandeen@gmail.com;LCC;(17)
460;Gianina;Dalli;Gianina.Dalli@gmail.com;LCC;(12,1,5,2,16,7)
760;Kelly;Mintz;Kelly.Mintz@gmail.com;MIEI;(6,17)
813;Sean;Hoenack;Sean.Hoenack@gmail.com;LCC;(1,3,16)
556;Janeczka;Johnsson;Janeczka.Johnsson@gmail.com;MIEFIS;(7,9)
421;Ayn;Publia;Ayn.Publia@gmail.com;MIEFIS;(5,2,10,15)
725;Kathi;Bennie;Kathi.Bennie@gmail.com;LCC;(12,18,17,19,3)
479;Lesly;Ricarda;Lesly.Ricarda@gmail.com;LCC;(0,18,4,9,15)
848;Lexine;Juliet;Lexine.Juliet@gmail.com;MIEFIS;(11,12,0,12,8,6)
141;Fernande;Teryn;Fernande.Teryn@gmail.com;MIEI;(2,4)
165;Gerrie;Hylan;Gerrie.Hylan@gmail.com;MIEI;(17,7,13,4)
124;Aryn;Henebry;Aryn.Henebry@gmail.com;MIEI;(10,3,7,18)
269;Brianna;Delacourt;Brianna.Delacourt@gmail.com;LCC;(8,15,2)
655;Lenna;Morehouse;Lenna.Morehouse@gmail.com;MIEFIS;(12,0,8,16,16)
434;Raf;Ehrman;Raf.Ehrman@gmail.com;MIEI;(4,11,5,14)
949;Dorothy;Fitzsimmons;Dorothy.Fitzsimmons@gmail.com;LCC;(15,2,15,13,12)
388;Bobbi;Michella;Bobbi.Michella@gmail.com;LCC;(13,5,13,14,0,0)
274;Carol-Jean;Linskey;Carol-Jean.Linskey@gmail.com;MIEFIS;(15,6)
701;Abbie;Lunsford;Abbie.Lunsford@gmail.com;LCC;(16,10,5)
785;Lanae;Harned;Lanae.Harned@gmail.com;MIEI;(14,7,0,0)
448;Heida;Gladstone;Heida.Gladstone@gmail.com;LCC;(14,7,16,10,8)
435;Celestyna;Harriman;Celestyna.Harriman@gmail.com;MIEFIS;(6,10,7,7,18)
223;Carilyn;Drus;Carilyn.Drus@gmail.com;MIEFIS;(13,17,1,19,9)
843;Jean;Madox;Jean.Madox@gmail.com;LCC;(0,4,0,17)
787;Winny;Marsden;Winny.Marsden@gmail.com;LCC;(14,0,7)
757;Lucy;Yuille;Lucy.Yuille@gmail.com;LCC;(11,12,15,17)
596;Cecile;Nester;Cecile.Nester@gmail.com;MIEI;(12,11,3,0)
516;Bibby;Hachmin;Bibby.Hachmin@gmail.com;LCC;(10,16,15,10,2)
214;Alyda;Destinee;Alyda.Destinee@gmail.com;MIEFIS;(15)
253;Sheree;Edmund;Sheree.Edmund@gmail.com;MIEFIS;(2,13,9,0,10,15)
485;Riannon;Amand;Riannon.Amand@gmail.com;LCC;(7,9,18)
205;Rayna;Mallon;Rayna.Mallon@gmail.com;MIEI;(19,4)
507;Hildegaard;Kannry;Hildegaard.Kannry@gmail.com;LCC;(4,12,16,6)
228;Kirstin;Malina;Kirstin.Malina@gmail.com;MIEI;(14,12,5,16,14,4)
961;Tressa;Natica;Tressa.Natica@gmail.com;LCC;(0,6,17,1)
985;Sidoney;Alrich;Sidoney.Alrich@gmail.com;LCC;(8,4,2)
684;Caritta;Alabaster;Caritta.Alabaster@gmail.com;LCC;(18,9,0)
470;Stephanie;Ramona;Stephanie.Ramona@gmail.com;LCC;(4,16,3,14,15,5)
702;Goldie;Docilla;Goldie.Docilla@gmail.com;MIEFIS;(12,15,7,17,12,17)
782;Claudina;Fadiman;Claudina.Fadiman@gmail.com;MIEI;(18,6,9,4,7)
403;Nikki;Bach;Nikki.Bach@gmail.com;LCC;(0,9,0,17)
248;Mahalia;Aaberg;Mahalia.Aaberg@gmail.com;MIEI;(12,7,4)
738;Charlena;Syd;Charlena.Syd@gmail.com;MIEFIS;(8,14,16,11,4,11)
459;Lanae;Bartlett;Lanae.Bartlett@gmail.com;MIEI;(13,16,5)
432;Kirstin;Israeli;Kirstin.Israeli@gmail.com;MIEFIS;(15,10,2,15,5,14)
530;Dode;Yerkovich;Dode.Yerkovich@gmail.com;MIEI;(12,2)
458;Dorice;Annice;Dorice.Annice@gmail.com;LCC;(9,12,11)
731;Charlena;Dash;Charlena.Dash@gmail.com;MIEFIS;(11,15)
722;Elsie;Bigner;Elsie.Bigner@gmail.com;MIEFIS;(18)
979;Marti;Mintz;Marti.Mintz@gmail.com;MIEFIS;(13)
959;Linzy;Stilwell;Linzy.Stilwell@gmail.com;MIEFIS;(16,7,1,7)
895;Meghann;Carleen;Meghann.Carleen@gmail.com;MIEI;(4,13,0,16,4,11)
820;Kenna;Guthrie;Kenna.Guthrie@gmail.com;MIEI;(18,3,19,6)
590;Alameda;Merell;Alameda.Merell@gmail.com;LCC;(12)
415;Morganica;Seessel;Morganica.Seessel@gmail.com;MIEI;(3,11,13,14,15)
927;Deirdre;Claudine;Deirdre.Claudine@gmail.com;MIEI;(11)
572;Hildegaard;Lumbard;Hildegaard.Lumbard@gmail.com;MIEFIS;(6,1,16,16,7)
266;Sybille;Xerxes;Sybille.Xerxes@gmail.com;LCC;(19,18,13)
318;Sophia;Cutlerr;Sophia.Cutlerr@gmail.com;LCC;(17,10,0,9,13,1)
347;Lita;Kirstin;Lita.Kirstin@gmail.com;MIEFIS;(16)
152;Alyssa;Craggie;Alyssa.Craggie@gmail.com;MIEFIS;(0,7,11,1)
727;Belinda;Ambrosia;Belinda.Ambrosia@gmail.com;MIEI;(2,12,19,19)
381;Tybie;Paine;Tybie.Paine@gmail.com;LCC;(14,16,19,7,12)
358;Gusty;Sancho;Gusty.Sancho@gmail.com;MIEI;(10,14,12,7,0,12)
260;Kellen;Saree;Kellen.Saree@gmail.com;MIEFIS;(17,0,7,18,11,7)
435;Sean;Erminia;Sean.Erminia@gmail.com;MIEI;(0,3)
878;Elka;Tjon;Elka.Tjon@gmail.com;LCC;(2,6,5,17,5,12)
542;Kayla;Gower;Kayla.Gower@gmail.com;MIEI;(2,12,5,14)
835;Fanchon;Fulmer;Fanchon.Fulmer@gmail.com;LCC;(14,13,13,5)
819;Valli;Raul;Valli.Raul@gmail.com;MIEI;(5)
583;Kaia;Elvyn;Kaia.Elvyn@gmail.com;MIEFIS;(1,5,16,3,4,16)
983;Elie;Verger;Elie.Verger@gmail.com;MIEFIS;(15,1)
537;Mariann;Syd;Mariann.Syd@gmail.com;MIEI;(12,12,4,18,11,7)
748;Amara;Tannie;Amara.Tannie@gmail.com;LCC;(3)
128;Leontine;Mata;Leontine.Mata@gmail.com;LCC;(6,4,17,3)
573;Rayna;Estella;Rayna.Estella@gmail.com;MIEI;(1,15,7,14,0,12)
431;Jeanna;Gower;Jeanna.Gower@gmail.com;MIEFIS;(10)
137;Sarette;Croix;Sarette.Croix@gmail.com;MIEI;(16,5,4,3,3,10)
561;Lolita;O'Neill;Lolita.O'Neill@gmail.com;LCC;(9,11)
168;Bertine;Hashim;Bertine.Hashim@gmail.com;LCC;(14,15,19,2)
376;Tami;Riordan;Tami.Riordan@gmail.com;LCC;(19,2,16,13,14,18)
725;Minda;Mallon;Minda.Mallon@gmail.com;MIEI;(11,12,1,16)
903;Ofilia;Naor;Ofilia.Naor@gmail.com;MIEFIS;(6)
521;Dode;Penelopa;Dode.Penelopa@gmail.com;LCC;(18,19,19,0)
856;Ofilia;Ivens;Ofilia.Ivens@gmail.com;MIEI;(1,14,11,19)
873;Nelle;Pitt;Nelle.Pitt@gmail.com;MIEFIS;(5,17,16,11)
652;Harmonia;Delp;Harmonia.Delp@gmail.com;LCC;(5,14,13)
979;Frances;Stephie;Frances.Stephie@gmail.com;MIEI;(10,6,13,2)
875;Ebonee;Wyn;Ebonee.Wyn@gmail.com;MIEI;(8,6,8,19,0)
685;Krystle;Lumbard;Krystle.Lumbard@gmail.com;LCC;(11,3)
382;Marnia;Alabaster;Marnia.Alabaster@gmail.com;MIEFIS;(7,19,11,8,1,16)
260;Wendi;Monaco;Wendi.Monaco@gmail.com;LCC;(19,14,12,19,1)
135;Anallese;Nedrud;Anallese.Nedrud@gmail.com;MIEI;(12,2,4,0)
893;Angela;Cath;Angela.Cath@gmail.com;LCC;(6,18)
874;Steffane;Schalles;Steffane.Schalles@gmail.com;LCC;(12,4,5)
453;Merry;Millda;Merry.Millda@gmail.com;LCC;(6,2,14)
932;Deedee;Moina;Deedee.Moina@gmail.com;MIEFIS;(14,17,0,13)
196;Sissy;Aloise;Sissy.Aloise@gmail.com;MIEFIS;(1,15,18)
821;Kenna;Talia;Kenna.Talia@gmail.com;MIEI;(11,15,18,11)
606;Kellen;Alcott;Kellen.Alcott@gmail.com;MIEFIS;(12,11,17)
488;Peri;Seumas;Peri.Seumas@gmail.com;MIEI;(19)
452;Fayre;Schonfeld;Fayre.Schonfeld@gmail.com;MIEI;(18,18,12,1)
981;Alexine;Levey;Alexine.Levey@gmail.com;LCC;(17,10,4,6)
965;Siana;Jess;Siana.Jess@gmail.com;MIEI;(16,5,4,15,13)
347;Gui;Madelene;Gui.Madelene@gmail.com;MIEFIS;(15,18,5,15,19,5)
821;Alie;Abbot;Alie.Abbot@gmail.com;MIEI;(7,3,2)
627;Pearline;Secrest;Pearline.Secrest@gmail.com;LCC;(1,0,1,1,4)
164;Annabela;Chabot;Annabela.Chabot@gmail.com;LCC;(6)
687;Gabriellia;Sawtelle;Gabriellia.Sawtelle@gmail.com;LCC;(16,15)
983;Clo;Wyn;Clo.Wyn@gmail.com;MIEFIS;(3,11)
848;Leia;Carey;Leia.Carey@gmail.com;MIEI;(13)
178;Aaren;Chaing;Aaren.Chaing@gmail.com;LCC;(10,12,11,3,5)
446;Tersina;Daegal;Tersina.Daegal@gmail.com;MIEFIS;(10,4,2)
691;Aaren;Rheingold;Aaren.Rheingold@gmail.com;MIEI;(9,4,0,10,12,6)
127;Corly;Obed;Corly.Obed@gmail.com;MIEI;(17)
211;Minda;Magdalen;Minda.Magdalen@gmail.com;MIEI;(5,1)
873;Brooks;Allys;Brooks.Allys@gmail.com;MIEI;(9,4,16)
794;Ida;Parsaye;Ida.Parsaye@gmail.com;LCC;(18,6,7,9,3)
822;Shell;Dorine;Shell.Dorine@gmail.com;LCC;(15,11,13,6,14,11)
408;Constance;Herrera;Constance.Herrera@gmail.com;LCC;(15)
624;Aurelie;Urania;Aurelie.Urania@gmail.com;MIEI;(17)
876;Averyl;Clara;Averyl.Clara@gmail.com;LCC;(5,11,17,10,7,0)
527;Dotty;Seessel;Dotty.Seessel@gmail.com;LCC;(7,9)
382;Winifred;Teryn;Winifred.Teryn@gmail.com;LCC;(9,15,2)
662;Charissa;Ilka;Charissa.Ilka@gmail.com;MIEI;(12,18)
739;Chickie;Ralfston;Chickie.Ralfston@gmail.com;MIEFIS;(3,9,7,17,7,0)
929;Lanna;Tound;Lanna.Tound@gmail.com;MIEI;(1)
654;Jorry;Natica;Jorry.Natica@gmail.com;MIEFIS;(3,11)
979;Isa;Auberbach;Isa.Auberbach@gmail.com;MIEFIS;(13,5,12,19,19)
765;Clementine;Nickola;Clementine.Nickola@gmail.com;MIEI;(15,12,0,4)
773;Mara;Ioab;Mara.Ioab@gmail.com;MIEI;(10,5,17,6)
555;Carmencita;Imelida;Carmencita.Imelida@gmail.com;MIEFIS;(11)
185;Daune;Codding;Daune.Codding@gmail.com;LCC;(19,3,5,17,3,16)
382;Anestassia;Fancie;Anestassia.Fancie@gmail.com;MIEI;(13,12,18,11,2,3)
201;Margette;Mullane;Margette.Mullane@gmail.com;MIEFIS;(9,6,12,6,2)
245;Aimil;O'Carroll;Aimil.O'Carroll@gmail.com;MIEI;(8)
642;Glynnis;Hourigan;Glynnis.Hourigan@gmail.com;MIEFIS;(19)
513;Loree;Breed;Loree.Breed@gmail.com;MIEI;(6,18,17,19,13)
220;Janeczka;Mozelle;Janeczka.Mozelle@gmail.com;MIEI;(18)
545;Dorice;Brodench;Dorice.Brodench@gmail.com;MIEFIS;(14,6,13,6)
672;Janis;Ortrude;Janis.Ortrude@gmail.com;LCC;(1,17)
809;Libbie;Bertold;Libbie.Bertold@gmail.com;MIEI;(9,8)
216;Nerta;Oneida;Nerta.Oneida@gmail.com;LCC;(0,2,16)
591;Karolina;Toni;Karolina.Toni@gmail.com;MIEI;(9)
746;Tobe;Velick;Tobe.Velick@gmail.com;LCC;(9,10,4)
270;Lorenza;Gombach;Lorenza.Gombach@gmail.com;LCC;(2,10)
383;Keelia;Fosque;Keelia.Fosque@gmail.com;LCC;(17,14,10,11,16)
733;Gianina;Goldina;Gianina.Goldina@gmail.com;MIEFIS;(13,4,15,10)
254;Britte;Linehan;Britte.Linehan@gmail.com;LCC;(15,15,10,0)
818;Andree;Dorine;Andree.Dorine@gmail.com;MIEI;(11,0)
698;Susette;Bearnard;Susette.Bearnard@gmail.com;MIEFIS;(5,2,12,11,9)
768;Cyb;Pernick;Cyb.Pernick@gmail.com;LCC;(11,15,3)
928;Leona;Rebecka;Leona.Rebecka@gmail.com;MIEFIS;(13,0,11,6,8)
884;Elfreda;Stilwell;Elfreda.Stilwell@gmail.com;MIEFIS;(12)
625;Teddie;Shaver;Teddie.Shaver@gmail.com;MIEI;(4,7,13,6,7,8)
250;Lynea;Lilas;Lynea.Lilas@gmail.com;LCC;(0,3,4,6,13)
415;Rosanne;Nance;Rosanne.Nance@gmail.com;MIEFIS;(0)
625;Andeee;Frendel;Andeee.Frendel@gmail.com;MIEFIS;(11,19,5,10,18,10)
681;Olwen;Frodi;Olwen.Frodi@gmail.com;MIEI;(9,9,1,11,7,11)
794;Marnia;Lail;Marnia.Lail@gmail.com;MIEI;(16)
126;Kara-Lynn;Loeb;Kara-Lynn.Loeb@gmail.com;MIEI;(3,19)
250;Josephine;Brian;Josephine.Brian@gmail.com;MIEI;(15,3,7,19)
645;Valera;Nea;Valera.Nea@gmail.com;MIEI;(7,16,6,3,16)
189;Berta;Terrence;Berta.Terrence@gmail.com;MIEI;(13,4,19)
955;Elie;Dosia;Elie.Dosia@gmail.com;MIEI;(16,11,6,6,3,9)
260;Annecorinne;Rebecka;Annecorinne.Rebecka@gmail.com;LCC;(10,1)
138;Yolane;Pillsbury;Yolane.Pillsbury@gmail.com;MIEI;(12,9,4,11,19,9)
115;Pearline;Anestassia;Pearline.Anestassia@gmail.com;MIEI;(1,0,11,10,5,19)
633;Lory;Ochs;Lory.Ochs@gmail.com;LCC;(11,14,4,6,10,4)
980;Gwenneth;Hubert;Gwenneth.Hubert@gmail.com;MIEFIS;(17)
691;Trudie;Wilkinson;Trudie.Wilkinson@gmail.com;LCC;(8)
673;Diena;Genna;Diena.Genna@gmail.com;MIEFIS;(16)
631;Ilse;Lane;Ilse.Lane@gmail.com;MIEI;(9)
773;Babita;Delp;Babita.Delp@gmail.com;MIEFIS;(15,0,15,0,0)
720;Jaclyn;Wyn;Jaclyn.Wyn@gmail.com;MIEFIS;(13,13,8,14,8)
347;Robbi;Hepsibah;Robbi.Hepsibah@gmail.com;MIEFIS;(16,9,10)
563;Tabbatha;Mendez;Tabbatha.Mendez@gmail.com;MIEI;(1)
801;Jinny;Suzetta;Jinny.Suzetta@gmail.com;LCC;(12,9,4)
507;Aryn;Cassius;Aryn.Cassius@gmail.com;MIEI;(10,10,14)
436;Alexine;Merell;Alexine.Merell@gmail.com;MIEI;(15,5)
244;Regina;Janene;Regina.Janene@gmail.com;MIEFIS;(10,3,0,16,5,14)
808;Anthia;Cutlerr;Anthia.Cutlerr@gmail.com;MIEFIS;(16,6,3)
518;Almeta;Katrine;Almeta.Katrine@gmail.com;MIEFIS;(15,11)
695;Chickie;Rolf;Chickie.Rolf@gmail.com;MIEFIS;(15,10,14,17)
805;Alex;Edmund;Alex.Edmund@gmail.com;MIEFIS;(8,2,0)
766;Kaja;Grayce;Kaja.Grayce@gmail.com;MIEFIS;(5,19)
284;Eve;Joeann;Eve.Joeann@gmail.com;LCC;(7)
162;Mariann;Kannry;Mariann.Kannry@gmail.com;MIEI;(17,5,0,10,19)
619;Olwen;Haerr;Olwen.Haerr@gmail.com;MIEI;(16,4)
449;Kimmy;Travax;Kimmy.Travax@gmail.com;MIEFIS;(1)
151;Mara;Swigart;Mara.Swigart@gmail.com;MIEFIS;(11,13,10)
873;Jere;Sprage;Jere.Sprage@gmail.com;MIEFIS;(3,17,10,8,12,11)
638;Fayre;Delp;Fayre.Delp@gmail.com;MIEI;(3)
380;Tierney;Lumbard;Tierney.Lumbard@gmail.com;MIEFIS;(9,5,2)
235;Dari;Moseley;Dari.Moseley@gmail.com;LCC;(17,8)
425;Raquela;Leffen;Raquela.Leffen@gmail.com;MIEI;(7,1,7,16)
501;Robbi;Kat;Robbi.Kat@gmail.com;MIEFIS;(16,11)
223;Lorie;Terrence;Lorie.Terrence@gmail.com;MIEFIS;(12,17,3,12,19)
186;Dolli;Trace;Dolli.Trace@gmail.com;MIEFIS;(19,10,12,12)
416;Karlee;Stav;Karlee.Stav@gmail.com;MIEI;(5,19,17,5,3)
170;Tamqrah;Catie;Tamqrah.Catie@gmail.com;MIEI;(8)
267;Minda;Adamsen;Minda.Adamsen@gmail.com;LCC;(2,5,16,10)
271;Nonnah;Stuart;Nonnah.Stuart@gmail.com;LCC;(8,18)
552;Ida;Milde;Ida.Milde@gmail.com;MIEFIS;(14,14,15)
973;Cam;Roxanna;Cam.Roxanna@gmail.com;MIEFIS;(18,12,5)
610;Dacia;Dudley;Dacia.Dudley@gmail.com;MIEI;(11,3)
869;Tomasina;Carvey;Tomasina.Carvey@gmail.com;MIEFIS;(10,1,8)
999;Reeba;Tiffa;Reeba.Tiffa@gmail.com;LCC;(19,6,11)
728;Alexine;Bach;Alexine.Bach@gmail.com;MIEFIS;(16)
885;Asia;Jeanne;Asia.Jeanne@gmail.com;MIEI;(11,13,18,13,11)
996;Jacenta;Blake;Jacenta.Blake@gmail.com;MIEFIS;(9,3,9)
468;Maurene;Ries;Maurene.Ries@gmail.com;MIEFIS;(15,14)
359;Annaliese;Llovera;Annaliese.Llovera@gmail.com;MIEFIS;(1)
555;Kaja;Tannie;Kaja.Tannie@gmail.com;MIEI;(19)
351;Penelopa;Schalles;Penelopa.Schalles@gmail.com;LCC;(0,4,8)
922;Caryl;Knowling;Caryl.Knowling@gmail.com;LCC;(13,14,11,7)
246;Amalie;Cyrie;Amalie.Cyrie@gmail.com;MIEFIS;(16)
333;Brooks;Harday;Brooks.Harday@gmail.com;MIEI;(14)
932;Tiffie;Israeli;Tiffie.Israeli@gmail.com;MIEI;(1)
767;Gretal;Fancie;Gretal.Fancie@gmail.com;LCC;(15,14,4)
989;Darlleen;Durware;Darlleen.Durware@gmail.com;LCC;(6,4,15,8)
851;Janey;Wilona;Janey.Wilona@gmail.com;MIEI;(16,4,4)
649;Ketti;Shanley;Ketti.Shanley@gmail.com;MIEI;(8)
127;Kore;McNully;Kore.McNully@gmail.com;LCC;(13,13)
856;Trudie;Borrell;Trudie.Borrell@gmail.com;LCC;(9,15,1,2,18)
908;Ardenia;Hamil;Ardenia.Hamil@gmail.com;MIEI;(7,14,15,10,4)
297;Paulita;Engdahl;Paulita.Engdahl@gmail.com;LCC;(16,6)
390;Trixi;Lunsford;Trixi.Lunsford@gmail.com;MIEI;(8,13,6,13,11)
711;Gisela;Bach;Gisela.Bach@gmail.com;MIEI;(16)
340;Frieda;Paine;Frieda.Paine@gmail.com;MIEFIS;(7,15,1,4,7)
199;Ileana;Lauraine;Ileana.Lauraine@gmail.com;LCC;(14,13,18)
727;Riannon;Ochs;Riannon.Ochs@gmail.com;MIEI;(1,2,3,1,13)
976;Rebeca;Viddah;Rebeca.Viddah@gmail.com;LCC;(5,9,2,7)
493;Rayna;Erlandson;Rayna.Erlandson@gmail.com;MIEFIS;(7,9,6,7,15)
909;Shandie;Daniele;Shandie.Daniele@gmail.com;MIEI;(7,11,19)
636;Suzette;Vary;Suzette.Vary@gmail.com;MIEI;(15,9)
162;Jaime;Candy;Jaime.Candy@gmail.com;MIEFIS;(15,11)
788;Violet;Nahum;Violet.Nahum@gmail.com;LCC;(13,17)
397;Valera;Bates;Valera.Bates@gmail.com;MIEFIS;(13,18,2,3,18)
313;Veda;Schenck;Veda.Schenck@gmail.com;MIEI;(16,10,6,1,8,9)
973;Bibby;O'Carroll;Bibby.O'Carroll@gmail.com;MIEI;(8,16,19,9,16)
475;Collen;Richers;Collen.Richers@gmail.com;LCC;(17,17,6,2,9)
680;Shirlee;Fry;Shirlee.Fry@gmail.com;MIEFIS;(14,10,15)
306;Quintina;Khorma;Quintina.Khorma@gmail.com;MIEI;(7,6,2,6,4,4)
952;Cristabel;Thomasina;Cristabel.Thomasina@gmail.com;MIEI;(17)
612;Flory;Olympium;Flory.Olympium@gmail.com;LCC;(0,8,3,3,9,6)
840;Meg;Christine;Meg.Christine@gmail.com;LCC;(17,4,10)
146;Rivalee;Avi;Rivalee.Avi@gmail.com;MIEI;(15)
192;Reeba;Penelopa;Reeba.Penelopa@gmail.com;LCC;(4,14,17,12,12,13)
821;Tracey;Amand;Tracey.Amand@gmail.com;LCC;(0,12,17,13,17,18)
680;Karlee;Lemuela;Karlee.Lemuela@gmail.com;MIEFIS;(6,4,10,8,6,6)
313;Emmey;McLaughlin;Emmey.McLaughlin@gmail.com;MIEFIS;(2,8,2,11,4)
196;Xylina;Ries;Xylina.Ries@gmail.com;LCC;(10,12,8)
819;Sybille;Judye;Sybille.Judye@gmail.com;MIEI;(14,0,16,8,3)
547;Anica;Olnee;Anica.Olnee@gmail.com;MIEFIS;(7)
432;Kary;Ailyn;Kary.Ailyn@gmail.com;MIEI;(10,12,16,16,4,19)
515;Gwyneth;Sallyann;Gwyneth.Sallyann@gmail.com;LCC;(11,18,4,15,15,6)
382;Adore;Rese;Adore.Rese@gmail.com;LCC;(0,2,12,18,2)
836;Wanda;Fabiola;Wanda.Fabiola@gmail.com;LCC;(6,19,19,3,9)
323;Monika;Dex;Monika.Dex@gmail.com;MIEI;(4,8,1,19)
245;Kalina;Colyer;Kalina.Colyer@gmail.com;MIEFIS;(4,17)
313;Joelly;Wildermuth;Joelly.Wildermuth@gmail.com;MIEI;(4,4)
942;Sean;Marlie;Sean.Marlie@gmail.com;MIEI;(4,10)
620;Yvonne;Cloris;Yvonne.Cloris@gmail.com;MIEFIS;(6,15)
560;Patricia;Baudin;Patricia.Baudin@gmail.com;LCC;(8,0,1,3,9,13)
753;Julieta;Durware;Julieta.Durware@gmail.com;MIEI;(6)
477;Sissy;Autrey;Sissy.Autrey@gmail.com;LCC;(6)
153;Ardeen;Juliet;Ardeen.Juliet@gmail.com;LCC;(14,17,5)
307;Dyann;Reneta;Dyann.Reneta@gmail.com;MIEI;(2)
255;Caryl;Rubie;Caryl.Rubie@gmail.com;MIEFIS;(15,14,16,7)
937;Deirdre;Mandler;Deirdre.Mandler@gmail.com;MIEFIS;(10,0,15,2,4)
759;Marguerite;Newell;Marguerite.Newell@gmail.com;LCC;(10,19)
685;Myrtice;Yate;Myrtice.Yate@gmail.com;LCC;(8,4,5,2,4)
365;Cissiee;Alice;Cissiee.Alice@gmail.com;MIEFIS;(15,9,14,18)
861;Ofilia;Fitzsimmons;Ofilia.Fitzsimmons@gmail.com;MIEFIS;(14,12,1)
798;Nyssa;Papageno;Nyssa.Papageno@gmail.com;LCC;(12,15)
675;Stephanie;Lytton;Stephanie.Lytton@gmail.com;MIEFIS;(16,12,9,7)
