numero;primeiroNome;ultimoNome;email;curso;notas*min
285;Harrietta;Germann;Harrietta.Germann@gmail.com;MIEI;(3)
653;Feliza;Lymann;Feliza.Lymann@gmail.com;MIEI;(9)
486;Aurore;Seumas;Aurore.Seumas@gmail.com;LCC;(11,11,14)
785;Elfreda;Stav;Elfreda.Stav@gmail.com;MIEI;(6,19,7,8)
147;Barbara;Goode;Barbara.Goode@gmail.com;MIEFIS;(12,10)
470;Elyssa;Blake;Elyssa.Blake@gmail.com;LCC;(9,7,14,9,17,14)
479;Kayla;Afton;Kayla.Afton@gmail.com;LCC;(8,5,0,10,2,15)
923;Shaine;Romelda;Shaine.Romelda@gmail.com;MIEI;(1,12)
766;Shel;Byrne;Shel.Byrne@gmail.com;LCC;(8,0,12,12,8,11)
512;Helena;Emmaline;Helena.Emmaline@gmail.com;LCC;(18)
121;Vanessa;Darrell;Vanessa.Darrell@gmail.com;MIEFIS;(16,17,4)
438;Shaylyn;Erlandson;Shaylyn.Erlandson@gmail.com;MIEI;(6,7,3,17)
259;Ayn;Ivens;Ayn.Ivens@gmail.com;LCC;(2,8,2,17,19,16)
440;Brynna;Shanley;Brynna.Shanley@gmail.com;MIEI;(15)
803;Fayre;Peonir;Fayre.Peonir@gmail.com;LCC;(10,2,16,12)
299;Vivia;Keelia;Vivia.Keelia@gmail.com;MIEI;(5)
292;Madalyn;Guildroy;Madalyn.Guildroy@gmail.com;MIEI;(9,12,2,13,14)
579;Nessie;Lanita;Nessie.Lanita@gmail.com;LCC;(11,16,0,2)
987;Taffy;Remmer;Taffy.Remmer@gmail.com;LCC;(15,14,18)
859;Maryellen;Parsaye;Maryellen.Parsaye@gmail.com;MIEFIS;(7,6,10,19,14,19)
423;Dominga;Amethist;Dominga.Amethist@gmail.com;LCC;(14,7,7)
489;Susan;Alcott;Susan.Alcott@gmail.com;MIEI;(3)
721;Arlena;Maples;Arlena.Maples@gmail.com;LCC;(15,4,12,1)
862;Brietta;Bultman;Brietta.Bultman@gmail.com;MIEFIS;(6,14,16)
348;Gabriellia;Desai;Gabriellia.Desai@gmail.com;LCC;(7)
928;Kittie;Clywd;Kittie.Clywd@gmail.com;MIEI;(17)
245;Ermengarde;Dreda;Ermengarde.Dreda@gmail.com;MIEFIS;(1,1,7,16,1,18)
329;Jorry;Holtz;Jorry.Holtz@gmail.com;MIEFIS;(11,18,18,3)
798;Mariele;Avi;Mariele.Avi@gmail.com;LCC;(11,14,2,15,4,0)
159;Micheline;Kunin;Micheline.Kunin@gmail.com;LCC;(2,0,15,6,1,11)
364;Flory;Daniele;Flory.Daniele@gmail.com;MIEFIS;(1,19,12,5,0)
488;Quintina;Krystle;Quintina.Krystle@gmail.com;MIEFIS;(18,18,0)
404;Kassey;McGrody;Kassey.McGrody@gmail.com;MIEFIS;(0,18,17,7,19)
730;Bee;Nance;Bee.Nance@gmail.com;MIEI;(13)
105;Elora;Presber;Elora.Presber@gmail.com;MIEI;(11,19,1,16)
746;Gisela;Danby;Gisela.Danby@gmail.com;MIEFIS;(19,12)
215;Justinn;Yoko;Justinn.Yoko@gmail.com;LCC;(11,10,4,6,4,10)
522;Brooks;Georgy;Brooks.Georgy@gmail.com;LCC;(9,8,16,13,10,18)
210;Althea;Goode;Althea.Goode@gmail.com;MIEI;(17,16,2,1)
953;Cathyleen;Docilla;Cathyleen.Docilla@gmail.com;MIEFIS;(13,3,14)
176;Danny;Therine;Danny.Therine@gmail.com;MIEI;(13,9,18)
305;Alleen;Corrine;Alleen.Corrine@gmail.com;MIEI;(3,7,8)
804;Fawne;Byrne;Fawne.Byrne@gmail.com;LCC;(13,3,0,12,6,15)
614;Fidelia;Corabella;Fidelia.Corabella@gmail.com;LCC;(16,4)
616;Pierette;Center;Pierette.Center@gmail.com;MIEFIS;(0,1,17,11,14)
457;Renie;Merna;Renie.Merna@gmail.com;MIEFIS;(4,13,6)
697;Charissa;Estella;Charissa.Estella@gmail.com;MIEI;(12,0)
101;Kara-Lynn;Ahab;Kara-Lynn.Ahab@gmail.com;MIEFIS;(17)
874;Nicoli;Elisha;Nicoli.Elisha@gmail.com;LCC;(16,0,10,6)
122;Alex;Kazimir;Alex.Kazimir@gmail.com;LCC;(6,2,16,7)
273;Elmira;Munn;Elmira.Munn@gmail.com;MIEFIS;(14)
603;Beatriz;Saunderson;Beatriz.Saunderson@gmail.com;LCC;(14,18,9,14)
709;Cherrita;Gunn;Cherrita.Gunn@gmail.com;MIEFIS;(1,1,2,3,9)
569;Micheline;Henebry;Micheline.Henebry@gmail.com;MIEFIS;(15,6,5,2,3,18)
628;Rhoda;Naashom;Rhoda.Naashom@gmail.com;LCC;(14,9,0)
726;Emylee;Tound;Emylee.Tound@gmail.com;MIEI;(6,10,12,5,18)
592;Hildegaard;Bohlin;Hildegaard.Bohlin@gmail.com;MIEFIS;(8)
904;Ermengarde;Hoban;Ermengarde.Hoban@gmail.com;LCC;(14,13)
102;Hannis;Joachim;Hannis.Joachim@gmail.com;LCC;(9,9,4,4,13)
301;Angelique;Weaks;Angelique.Weaks@gmail.com;MIEFIS;(4)
366;Charlena;Rossner;Charlena.Rossner@gmail.com;MIEFIS;(11,10,8)
919;Pierette;Lanita;Pierette.Lanita@gmail.com;MIEFIS;(7,12,12,4,11,15)
614;Glenda;Keily;Glenda.Keily@gmail.com;LCC;(19,2,18,12,1,19)
488;Rhea;Cavan;Rhea.Cavan@gmail.com;MIEI;(14,13,12,13)
325;Britni;Mehalek;Britni.Mehalek@gmail.com;LCC;(0)
696;Angela;Konyn;Angela.Konyn@gmail.com;MIEI;(18,12,5)
758;Stephanie;Grimbly;Stephanie.Grimbly@gmail.com;LCC;(10,3,17,4,13,19)
576;Belva;Schlosser;Belva.Schlosser@gmail.com;MIEI;(4,11,13,2,8,5)
592;Lacie;Nadia;Lacie.Nadia@gmail.com;MIEFIS;(5,7)
278;Addia;Pearse;Addia.Pearse@gmail.com;MIEFIS;(1,8,3)
554;Kelly;Han;Kelly.Han@gmail.com;MIEFIS;(1,4,4,2,16)
591;Laurene;Heisel;Laurene.Heisel@gmail.com;MIEFIS;(6,3,4,18,13,4)
596;Violet;Raseda;Violet.Raseda@gmail.com;LCC;(2)
404;Talya;Carey;Talya.Carey@gmail.com;MIEFIS;(19)
497;Harmonia;Shaver;Harmonia.Shaver@gmail.com;MIEI;(6,8,11,9,6,8)
146;Dacia;Durante;Dacia.Durante@gmail.com;MIEFIS;(14,13,17,13,10,1)
200;Fredericka;Esmaria;Fredericka.Esmaria@gmail.com;LCC;(4)
498;Joleen;Korey;Joleen.Korey@gmail.com;MIEI;(13,0,0)
171;Lorenza;Mathilde;Lorenza.Mathilde@gmail.com;MIEFIS;(8,11)
729;Kenna;Miru;Kenna.Miru@gmail.com;LCC;(16,7,18)
214;Elvira;Connelly;Elvira.Connelly@gmail.com;LCC;(7)
959;Maridel;Aprile;Maridel.Aprile@gmail.com;MIEFIS;(12,6,3)
741;Bibby;Lacombe;Bibby.Lacombe@gmail.com;MIEI;(11)
329;Brietta;Baptlsta;Brietta.Baptlsta@gmail.com;MIEFIS;(6,15,2)
242;Dominga;Sammons;Dominga.Sammons@gmail.com;LCC;(14,15,1,18)
372;Fredericka;Randene;Fredericka.Randene@gmail.com;MIEI;(3,16,17)
920;Farrah;Zuzana;Farrah.Zuzana@gmail.com;MIEFIS;(6)
953;Orsola;Macey;Orsola.Macey@gmail.com;LCC;(12)
913;Gwenneth;Hortensia;Gwenneth.Hortensia@gmail.com;MIEI;(6,13,13,7,7)
236;Maye;Jacinda;Maye.Jacinda@gmail.com;LCC;(17,14,12,9,17,15)
901;Anallese;Ferrell;Anallese.Ferrell@gmail.com;MIEFIS;(15)
964;Blondelle;Berard;Blondelle.Berard@gmail.com;MIEI;(11,7,10,13,6)
628;Tilly;McNully;Tilly.McNully@gmail.com;MIEI;(3)
430;Lilith;August;Lilith.August@gmail.com;LCC;(7,14,16)
169;Kirbee;Hourigan;Kirbee.Hourigan@gmail.com;LCC;(11,7,18,12)
294;Xylina;Hedve;Xylina.Hedve@gmail.com;MIEFIS;(1)
545;Carmela;Howlyn;Carmela.Howlyn@gmail.com;MIEI;(7,12,13)
554;Moyna;Bettine;Moyna.Bettine@gmail.com;MIEI;(2,3,3,0,15,10)
327;Phedra;Kress;Phedra.Kress@gmail.com;MIEFIS;(9,13,19,17,19)
282;Yolane;Beebe;Yolane.Beebe@gmail.com;LCC;(2,9)
664;Debee;Bennie;Debee.Bennie@gmail.com;MIEI;(15,10,1,19)
678;Tobe;Chauncey;Tobe.Chauncey@gmail.com;LCC;(19,3,9,9,12,6)
762;Vita;Pulsifer;Vita.Pulsifer@gmail.com;MIEFIS;(13,0,19)
492;Althea;Gino;Althea.Gino@gmail.com;MIEI;(13,7)
131;Orelia;Kenney;Orelia.Kenney@gmail.com;MIEI;(7,19)
653;Cathyleen;Callista;Cathyleen.Callista@gmail.com;MIEI;(13)
881;Jerry;Yoko;Jerry.Yoko@gmail.com;LCC;(16)
801;Mady;Lubin;Mady.Lubin@gmail.com;MIEFIS;(13,13,14)
377;Marnia;Sasnett;Marnia.Sasnett@gmail.com;LCC;(11,3,8,17,11)
303;Katuscha;Chick;Katuscha.Chick@gmail.com;LCC;(1,15)
785;Dianemarie;Ries;Dianemarie.Ries@gmail.com;LCC;(9,11,12,10,12)
400;Melina;Viddah;Melina.Viddah@gmail.com;LCC;(8,0,2)
367;Sharlene;Genna;Sharlene.Genna@gmail.com;MIEFIS;(13,13,18,18,1,0)
297;Jean;McGrody;Jean.McGrody@gmail.com;MIEFIS;(4,9,1,7,13)
480;Nikki;Delacourt;Nikki.Delacourt@gmail.com;MIEFIS;(18,19,0)
329;Isa;Codding;Isa.Codding@gmail.com;LCC;(19,15,8,14,0)
510;Agnese;Naor;Agnese.Naor@gmail.com;MIEI;(19,17,0,8,7,16)
973;Corina;Tristram;Corina.Tristram@gmail.com;MIEFIS;(2,12)
209;Shel;Nelsen;Shel.Nelsen@gmail.com;LCC;(7,6)
452;Robbi;Douglass;Robbi.Douglass@gmail.com;MIEI;(16,4)
131;Millie;Karylin;Millie.Karylin@gmail.com;MIEI;(11,4,7)
210;Peri;Morehouse;Peri.Morehouse@gmail.com;MIEFIS;(4)
852;Zia;Karna;Zia.Karna@gmail.com;MIEFIS;(2,4)
532;Celene;Hylan;Celene.Hylan@gmail.com;MIEI;(4,7,14,7,17,3)
219;Rosanne;Tyson;Rosanne.Tyson@gmail.com;MIEFIS;(9,1,9,0,2,10)
249;Wanda;Poll;Wanda.Poll@gmail.com;MIEI;(19,2,13,4,5,16)
553;Marcelline;Drus;Marcelline.Drus@gmail.com;MIEFIS;(11,10)
140;Sadie;Hunfredo;Sadie.Hunfredo@gmail.com;MIEI;(14,15,12,4,7)
687;Mady;Rosalba;Mady.Rosalba@gmail.com;MIEI;(12,10)
693;Emma;Stacy;Emma.Stacy@gmail.com;LCC;(15,11,9,10,15,6)
614;Lisette;Gaspard;Lisette.Gaspard@gmail.com;LCC;(9,3,10)
782;Emilia;Fiann;Emilia.Fiann@gmail.com;MIEI;(0,19,13)
848;Kerrin;Othilia;Kerrin.Othilia@gmail.com;MIEFIS;(0,4,5,13)
856;Jean;Kenney;Jean.Kenney@gmail.com;LCC;(5)
720;Isa;Granoff;Isa.Granoff@gmail.com;LCC;(6,19)
190;Rosaline;Malina;Rosaline.Malina@gmail.com;LCC;(3,11,7,16)
200;Hollie;Lorenz;Hollie.Lorenz@gmail.com;LCC;(12)
405;Camile;Standing;Camile.Standing@gmail.com;MIEFIS;(1,17,19,6)
113;Vanessa;Maples;Vanessa.Maples@gmail.com;MIEI;(18,15,13,17)
695;Siana;Dreda;Siana.Dreda@gmail.com;MIEI;(14,2,13,6,15)
924;Dorene;Corilla;Dorene.Corilla@gmail.com;MIEFIS;(10,0,4,7,8)
809;Nicoli;Garbe;Nicoli.Garbe@gmail.com;LCC;(15)
346;Lory;Wesle;Lory.Wesle@gmail.com;MIEFIS;(5,14,4,15,4,17)
303;Brietta;Madox;Brietta.Madox@gmail.com;LCC;(4,9,1,9,15,9)
930;Kirbee;Johanna;Kirbee.Johanna@gmail.com;MIEFIS;(18,0,13,2,17)
205;Katuscha;Kazimir;Katuscha.Kazimir@gmail.com;MIEFIS;(17,8,15,16,13)
326;Pearline;Aaberg;Pearline.Aaberg@gmail.com;MIEI;(13,16,7,16,3,7)
583;Pearline;Gillan;Pearline.Gillan@gmail.com;MIEI;(17)
605;Joleen;Drisko;Joleen.Drisko@gmail.com;LCC;(5,18,11,14)
212;Lexine;Cutlerr;Lexine.Cutlerr@gmail.com;MIEI;(8,2,7)
512;Kate;Koziara;Kate.Koziara@gmail.com;MIEI;(0,6,16,13,12)
573;Robinia;Barbey;Robinia.Barbey@gmail.com;MIEI;(8,12,15,8,12,17)
866;Britni;Aldric;Britni.Aldric@gmail.com;MIEFIS;(12,19)
172;Ernesta;Ralfston;Ernesta.Ralfston@gmail.com;LCC;(3,8,14,1,6)
502;Mildrid;Norvol;Mildrid.Norvol@gmail.com;MIEFIS;(13,2)
428;Feliza;Shelba;Feliza.Shelba@gmail.com;MIEFIS;(10,10,8,9,14,18)
849;Alie;Marlie;Alie.Marlie@gmail.com;MIEFIS;(12,15,5,10)
123;Glenda;Maurine;Glenda.Maurine@gmail.com;MIEFIS;(13)
613;Brana;Rosemary;Brana.Rosemary@gmail.com;MIEFIS;(7,15,12)
502;Natka;Whiffen;Natka.Whiffen@gmail.com;MIEFIS;(12,5,8)
979;Jackie;Thunell;Jackie.Thunell@gmail.com;MIEFIS;(17,14,0)
366;Kittie;Skurnik;Kittie.Skurnik@gmail.com;MIEI;(18,10,14,16,18,14)
862;Corry;Melan;Corry.Melan@gmail.com;MIEFIS;(19,3)
887;Camile;Giff;Camile.Giff@gmail.com;MIEFIS;(4,0,4,12,19)
333;Carree;Virgin;Carree.Virgin@gmail.com;MIEI;(7,15,10)
921;Felice;Rudolph;Felice.Rudolph@gmail.com;LCC;(6)
688;Madalyn;Reneta;Madalyn.Reneta@gmail.com;MIEFIS;(17)
756;Celisse;Virgin;Celisse.Virgin@gmail.com;MIEFIS;(9,15,8,13,5)
440;Ernesta;Tiffa;Ernesta.Tiffa@gmail.com;MIEFIS;(17,0,13)
918;Merci;Lilas;Merci.Lilas@gmail.com;LCC;(15,13,11,12,8,11)
391;Janis;Erb;Janis.Erb@gmail.com;MIEI;(9)
696;Lizzie;Nelsen;Lizzie.Nelsen@gmail.com;MIEFIS;(18,14,4,18)
188;Juliane;Garek;Juliane.Garek@gmail.com;MIEFIS;(19,1,5,5,12,19)
752;Marjie;Naor;Marjie.Naor@gmail.com;MIEI;(16,4,14,9,13,4)
236;Edith;Kathie;Edith.Kathie@gmail.com;MIEFIS;(19,12,11,5)
534;Tressa;Corilla;Tressa.Corilla@gmail.com;LCC;(19,6,11,19,13,18)
876;Trudie;Podvin;Trudie.Podvin@gmail.com;LCC;(4,2,7,16,3)
561;Lulita;Evvie;Lulita.Evvie@gmail.com;MIEFIS;(19,8,1)
918;Angela;Obed;Angela.Obed@gmail.com;LCC;(18,2)
974;Dawn;Morgun;Dawn.Morgun@gmail.com;MIEFIS;(19,7,9,5,1,12)
445;Vonny;Delacourt;Vonny.Delacourt@gmail.com;MIEI;(3,6,1,17)
376;Mariann;Douglass;Mariann.Douglass@gmail.com;MIEI;(8,1,1,16)
675;Sherrie;Heidt;Sherrie.Heidt@gmail.com;MIEI;(7,17)
176;Ninnetta;Baudin;Ninnetta.Baudin@gmail.com;MIEI;(9,3)
944;Cathyleen;Ferino;Cathyleen.Ferino@gmail.com;MIEFIS;(4,10,9)
218;Dennie;Avi;Dennie.Avi@gmail.com;MIEFIS;(12)
617;Kellen;Shaver;Kellen.Shaver@gmail.com;MIEI;(3,19,13,14,17)
701;Priscilla;Terencio;Priscilla.Terencio@gmail.com;MIEFIS;(1,9,17)
735;Gusella;Lilybelle;Gusella.Lilybelle@gmail.com;MIEFIS;(2,5,15)
633;Christian;Sheng;Christian.Sheng@gmail.com;MIEI;(18)
769;Julieta;Wareing;Julieta.Wareing@gmail.com;MIEI;(9)
133;Audrie;Hedve;Audrie.Hedve@gmail.com;LCC;(17,5,7)
250;Shandie;Granoff;Shandie.Granoff@gmail.com;MIEI;(13,8,16)
332;Antonietta;Chesna;Antonietta.Chesna@gmail.com;MIEFIS;(2)
514;Aaren;Glenden;Aaren.Glenden@gmail.com;MIEI;(19,9,9,5,13)
732;Nyssa;Thema;Nyssa.Thema@gmail.com;LCC;(15,11,5,8,0)
161;Blinni;Kendrick;Blinni.Kendrick@gmail.com;LCC;(2,14,13,16,6)
291;Candy;Yam;Candy.Yam@gmail.com;LCC;(4,5,19,2)
187;Kore;Mayeda;Kore.Mayeda@gmail.com;MIEFIS;(10,6,5,6)
524;Orelia;Saree;Orelia.Saree@gmail.com;MIEI;(9,4,12)
685;Raina;Ulphia;Raina.Ulphia@gmail.com;MIEI;(19,18,13,14,16,1)
285;Alleen;Tufts;Alleen.Tufts@gmail.com;LCC;(13,5,13,12,11,8)
622;Liana;Bandeen;Liana.Bandeen@gmail.com;LCC;(0,17,13,4,4,1)
404;Alia;Seumas;Alia.Seumas@gmail.com;MIEI;(7,8)
499;Ginnie;Engdahl;Ginnie.Engdahl@gmail.com;MIEI;(3,17,18,6,19,3)
108;Kore;Braun;Kore.Braun@gmail.com;MIEI;(13,13,1,15)
803;Helsa;Haldas;Helsa.Haldas@gmail.com;LCC;(8,6,12,10)
253;Jorry;Presber;Jorry.Presber@gmail.com;LCC;(18,18,12,15,14)
717;Thalia;Berard;Thalia.Berard@gmail.com;LCC;(5,0,14,16,4)
424;Paola;Viddah;Paola.Viddah@gmail.com;MIEI;(3,10,8)
259;Cathyleen;Mullane;Cathyleen.Mullane@gmail.com;MIEI;(4,0)
515;Rebeca;McGrody;Rebeca.McGrody@gmail.com;MIEFIS;(19,13,8,3,4)
689;Carmencita;McLaughlin;Carmencita.McLaughlin@gmail.com;LCC;(12,9,1)
884;Roseline;Lea;Roseline.Lea@gmail.com;LCC;(9,4,19)
229;Kristan;Eliathas;Kristan.Eliathas@gmail.com;LCC;(18,17)
478;Audrie;Willie;Audrie.Willie@gmail.com;MIEFIS;(6,13,13)
443;Barbara;Bollay;Barbara.Bollay@gmail.com;LCC;(4,8)
158;Robinia;Kiyoshi;Robinia.Kiyoshi@gmail.com;MIEFIS;(13,6)
718;Joleen;Felecia;Joleen.Felecia@gmail.com;MIEI;(13,3)
801;Marti;Bonucci;Marti.Bonucci@gmail.com;LCC;(7,4,3,15,17,2)
493;Blake;Vins;Blake.Vins@gmail.com;MIEFIS;(0)
790;Gusella;Vivle;Gusella.Vivle@gmail.com;MIEFIS;(1,16)
464;Susette;Lenny;Susette.Lenny@gmail.com;LCC;(17,13)
476;Esmeralda;Cavan;Esmeralda.Cavan@gmail.com;LCC;(8)
238;Phedra;Mata;Phedra.Mata@gmail.com;MIEI;(15,10,15)
625;Vanessa;Mintz;Vanessa.Mintz@gmail.com;MIEFIS;(2,7,17)
954;Micheline;O'Carroll;Micheline.O'Carroll@gmail.com;MIEFIS;(1,6,12,4,19)
767;Devina;Peonir;Devina.Peonir@gmail.com;MIEI;(12)
114;Nita;Tengdin;Nita.Tengdin@gmail.com;MIEFIS;(16,14,10,2)
621;Georgetta;Olnee;Georgetta.Olnee@gmail.com;LCC;(12,5)
581;Mildrid;Carmena;Mildrid.Carmena@gmail.com;MIEFIS;(7,19,16)
367;Jean;Gower;Jean.Gower@gmail.com;LCC;(4,10,15)
793;Grier;Oscar;Grier.Oscar@gmail.com;MIEI;(11,16,15)
776;Doro;Noman;Doro.Noman@gmail.com;LCC;(4,6,6,3,10,8)
898;Hettie;Bohlin;Hettie.Bohlin@gmail.com;MIEI;(16,5,9)
797;Viviene;Jaylene;Viviene.Jaylene@gmail.com;LCC;(0,17,7)
1000;Neila;Podvin;Neila.Podvin@gmail.com;MIEI;(9,13,4,10,10)
368;Vinita;Ophelia;Vinita.Ophelia@gmail.com;MIEI;(8)
327;Mallory;Lalitta;Mallory.Lalitta@gmail.com;LCC;(5,13,17,19,16)
332;Emmey;Rogerio;Emmey.Rogerio@gmail.com;LCC;(15)
282;Elvira;Berne;Elvira.Berne@gmail.com;MIEFIS;(0,1,16,19,6)
209;Shel;Suzetta;Shel.Suzetta@gmail.com;LCC;(1,6,4,6,0,4)
896;Sidoney;Robertson;Sidoney.Robertson@gmail.com;MIEI;(9,0)
427;Bernardine;Donoghue;Bernardine.Donoghue@gmail.com;LCC;(13,15)
538;Corene;Miru;Corene.Miru@gmail.com;MIEFIS;(19,6,15,13)
646;Elena;Croix;Elena.Croix@gmail.com;LCC;(18,3)
738;Ronna;Eckblad;Ronna.Eckblad@gmail.com;MIEFIS;(6,7,11,16)
662;Tarra;Lynn;Tarra.Lynn@gmail.com;MIEI;(4,18,17,12,18,8)
126;Coral;Donoghue;Coral.Donoghue@gmail.com;MIEI;(6)
513;Kaja;Destinee;Kaja.Destinee@gmail.com;LCC;(19,9)
531;Wileen;Lasley;Wileen.Lasley@gmail.com;LCC;(3,1)
678;Flory;Laverne;Flory.Laverne@gmail.com;MIEFIS;(1)
491;Mary;Arley;Mary.Arley@gmail.com;MIEI;(11)
433;Myrtice;Macey;Myrtice.Macey@gmail.com;MIEFIS;(2,1,19,1)
670;Kara-Lynn;Cadmar;Kara-Lynn.Cadmar@gmail.com;MIEFIS;(3,5,6,11)
522;Ronna;Isidore;Ronna.Isidore@gmail.com;LCC;(14)
428;Silvana;Jacqui;Silvana.Jacqui@gmail.com;LCC;(15,6,9,0,4,1)
708;Constance;Jary;Constance.Jary@gmail.com;LCC;(4)
286;Jordan;Harriman;Jordan.Harriman@gmail.com;LCC;(13,8,5)
899;Romona;Even;Romona.Even@gmail.com;LCC;(13,16,18,2,5,12)
502;Giustina;Iphlgenia;Giustina.Iphlgenia@gmail.com;MIEI;(4)
477;Ann-Marie;Oster;Ann-Marie.Oster@gmail.com;MIEI;(12)
300;Abbie;Lissi;Abbie.Lissi@gmail.com;MIEI;(13,1,0,7,2)
186;Eadie;Hunfredo;Eadie.Hunfredo@gmail.com;MIEI;(14,7,11,14,8)
647;Gertrud;Ezar;Gertrud.Ezar@gmail.com;MIEI;(4)
630;Brandise;Deny;Brandise.Deny@gmail.com;MIEI;(3,10,12,7,3)
947;Nataline;Tomasina;Nataline.Tomasina@gmail.com;LCC;(18,3,6,13)
317;Konstance;Laurianne;Konstance.Laurianne@gmail.com;LCC;(17,2,8)
171;Briney;Llovera;Briney.Llovera@gmail.com;LCC;(3,3,9)
442;Chloris;Kazimir;Chloris.Kazimir@gmail.com;LCC;(3,13,6,13,17,9)
477;Margette;Neils;Margette.Neils@gmail.com;MIEFIS;(19,5,7,17,6,10)
799;Gusella;Cavan;Gusella.Cavan@gmail.com;MIEFIS;(19,0)
925;Annecorinne;Elo;Annecorinne.Elo@gmail.com;MIEFIS;(5,10,7,14)
804;Raf;Margret;Raf.Margret@gmail.com;MIEFIS;(5,2,15,9,7)
873;Lorenza;Kendrick;Lorenza.Kendrick@gmail.com;MIEFIS;(14,1,5,2,2,12)
482;Carmela;Ivens;Carmela.Ivens@gmail.com;MIEFIS;(8,17,8,12,4)
790;Ingrid;Zamora;Ingrid.Zamora@gmail.com;LCC;(5,11,19,2,2,16)
477;Mariann;Olnee;Mariann.Olnee@gmail.com;LCC;(14,15,5,3)
453;Marnia;Aldric;Marnia.Aldric@gmail.com;LCC;(1,14,4,9,8)
170;Rori;Cavan;Rori.Cavan@gmail.com;LCC;(12,14,0,9,1,13)
620;Glenda;Whittaker;Glenda.Whittaker@gmail.com;LCC;(16,19,19)
822;Maryellen;Even;Maryellen.Even@gmail.com;LCC;(11,11)
367;Mireielle;Deny;Mireielle.Deny@gmail.com;LCC;(12,16)
392;Mariann;Nance;Mariann.Nance@gmail.com;MIEI;(16,7,7,11,10)
867;Barbara;Shields;Barbara.Shields@gmail.com;MIEI;(3,17,2,15)
379;Roxane;Shaver;Roxane.Shaver@gmail.com;MIEI;(0,17)
803;Lorenza;Hepsibah;Lorenza.Hepsibah@gmail.com;LCC;(13,7,15,11,1)
876;Cassandra;Audly;Cassandra.Audly@gmail.com;LCC;(14,1,4,3)
672;Patricia;Mitzi;Patricia.Mitzi@gmail.com;LCC;(4,17,12,1,19,17)
216;Joleen;Bartlett;Joleen.Bartlett@gmail.com;LCC;(2,5,5,12)
124;Marleah;Scammon;Marleah.Scammon@gmail.com;MIEFIS;(13,6,18)
815;Marinna;Longfellow;Marinna.Longfellow@gmail.com;LCC;(9,3)
902;Cathyleen;Bevin;Cathyleen.Bevin@gmail.com;MIEI;(0,2,12,16,5)
884;Susan;Hourigan;Susan.Hourigan@gmail.com;MIEI;(10,4,4)
130;Oralee;Colleen;Oralee.Colleen@gmail.com;MIEI;(8,4,5,11,4)
748;Emma;Hamil;Emma.Hamil@gmail.com;MIEFIS;(10,9,2,18,18,14)
311;Anica;Warthman;Anica.Warthman@gmail.com;MIEI;(5,1,8,1)
284;Tierney;Lanita;Tierney.Lanita@gmail.com;MIEI;(4,11,14,14,2,9)
895;Cristine;Sinegold;Cristine.Sinegold@gmail.com;MIEI;(9,19,5,10)
966;Joleen;Norrie;Joleen.Norrie@gmail.com;MIEI;(2)
115;Fanny;Goldina;Fanny.Goldina@gmail.com;MIEFIS;(12)
291;Philis;Ciapas;Philis.Ciapas@gmail.com;MIEFIS;(19,12,1)
951;Shaylyn;Dichy;Shaylyn.Dichy@gmail.com;MIEI;(8,9)
116;Marguerite;Peti;Marguerite.Peti@gmail.com;LCC;(7)
815;Linet;Cherianne;Linet.Cherianne@gmail.com;MIEFIS;(9,10,0)
360;Carmela;Brackely;Carmela.Brackely@gmail.com;MIEI;(6,3,8,7)
120;Ebonee;Ledah;Ebonee.Ledah@gmail.com;MIEI;(5,2)
640;Dacia;Arley;Dacia.Arley@gmail.com;LCC;(16,15,17,5,5,11)
785;Lorne;Buffum;Lorne.Buffum@gmail.com;LCC;(19,12,3,3,5)
126;Fidelia;Lail;Fidelia.Lail@gmail.com;MIEI;(19)
354;Miquela;Gabrielli;Miquela.Gabrielli@gmail.com;MIEFIS;(14,16,13,3,6,13)
394;Korrie;Malvino;Korrie.Malvino@gmail.com;LCC;(17)
709;Myriam;Ioab;Myriam.Ioab@gmail.com;MIEI;(7,15,4)
628;Cassondra;Palocz;Cassondra.Palocz@gmail.com;MIEI;(18,14,8,12,17,19)
646;Therine;Minetta;Therine.Minetta@gmail.com;MIEFIS;(19,3)
760;Chandra;Yate;Chandra.Yate@gmail.com;MIEFIS;(13,2)
907;Chickie;Henrie;Chickie.Henrie@gmail.com;MIEI;(14,7,19,2,8,16)
667;Dawn;Leopold;Dawn.Leopold@gmail.com;LCC;(10,0,7,13)
822;Marylou;Atonsah;Marylou.Atonsah@gmail.com;MIEFIS;(12,14)
758;Merrie;Redmond;Merrie.Redmond@gmail.com;MIEFIS;(14,11,13,17,2,13)
534;Moyna;Chabot;Moyna.Chabot@gmail.com;MIEFIS;(6,19,4,10,2,1)
584;Audrie;Idelia;Audrie.Idelia@gmail.com;MIEFIS;(9,2,5,16)
939;Susan;Lea;Susan.Lea@gmail.com;MIEFIS;(2,10,8,2,16)
717;Molli;Obed;Molli.Obed@gmail.com;MIEI;(18,18,12)
584;Tierney;Lane;Tierney.Lane@gmail.com;LCC;(2,15,1,2,12)
897;Karena;Georgy;Karena.Georgy@gmail.com;MIEI;(12,5)
417;Gisela;Granoff;Gisela.Granoff@gmail.com;MIEI;(0)
915;Constance;Aaberg;Constance.Aaberg@gmail.com;LCC;(17,3,1,13,2,5)
346;Perry;Milde;Perry.Milde@gmail.com;MIEI;(0,3,5)
